n,ns
0.5,0.48620547917987705
0.5005005005005005,0.4866005101583741
0.501001001001001,0.486995533111963
0.5015015015015015,0.487390548040644
0.502002002002002,0.48778555494441694
0.5025025025025025,0.48818055382328196
0.503003003003003,0.488575544677239
0.5035035035035035,0.488970527506288
0.504004004004004,0.48936550231042897
0.5045045045045045,0.4897604690896619
0.505005005005005,0.49015542784398697
0.5055055055055055,0.490550378573404
0.506006006006006,0.49094532127791296
0.5065065065065065,0.49134025595751396
0.507007007007007,0.4917351826122069
0.5075075075075075,0.49213010124199197
0.508008008008008,0.492525011846869
0.5085085085085085,0.4929199144268379
0.509009009009009,0.49331480898189894
0.5095095095095095,0.49370969551205196
0.51001001001001,0.4941045740172969
0.5105105105105106,0.49449944449763394
0.511011011011011,0.49489430695306297
0.5115115115115115,0.495289161383584
0.512012012012012,0.4956840077891969
0.5125125125125125,0.49607884616990194
0.513013013013013,0.496473676525699
0.5135135135135135,0.49686849885658796
0.514014014014014,0.497263313162569
0.5145145145145145,0.4976581194436419
0.515015015015015,0.498052917699807
0.5155155155155156,0.498447707931064
0.516016016016016,0.49884249013741294
0.5165165165165165,0.499237264318854
0.517017017017017,0.499632030475387
0.5175175175175175,0.500026788607012
0.5180180180180181,0.5004215387137291
0.5185185185185185,0.5008162807955381
0.519019019019019,0.5012110148524391
0.5195195195195195,0.5016057408844321
0.52002002002002,0.5020004588915171
0.5205205205205206,0.5023951688736942
0.521021021021021,0.502789870830963
0.5215215215215215,0.5031845647633242
0.522022022022022,0.503579250670777
0.5225225225225225,0.5039739285533221
0.5230230230230231,0.5043685984109592
0.5235235235235235,0.5047632602436882
0.524024024024024,0.5051579140515092
0.5245245245245245,0.5055525598344222
0.525025025025025,0.5059471975924272
0.5255255255255256,0.5063418273255242
0.526026026026026,0.5067364490337133
0.5265265265265265,0.5071310627169943
0.527027027027027,0.5075256683753673
0.5275275275275275,0.5079202660088323
0.5280280280280281,0.5083148556173894
0.5285285285285285,0.5087094372010383
0.529029029029029,0.5091040107597795
0.5295295295295295,0.5094985762936124
0.53003003003003,0.5098931338025374
0.5305305305305306,0.5102876832865545
0.531031031031031,0.5106822247456635
0.5315315315315315,0.5110767581798645
0.532032032032032,0.5114712835891575
0.5325325325325325,0.5118658009735426
0.5330330330330331,0.5122603103330197
0.5335335335335335,0.5126548116675886
0.534034034034034,0.5130493049772498
0.5345345345345345,0.5134437902620027
0.535035035035035,0.5138382675218478
0.5355355355355356,0.5142327367567848
0.536036036036036,0.5146271979668138
0.5365365365365365,0.5150216511519349
0.537037037037037,0.5154160963121478
0.5375375375375375,0.5158105334474529
0.5380380380380381,0.51620496255785
0.5385385385385385,0.516599383643339
0.539039039039039,0.5169937967039201
0.5395395395395395,0.517388201739593
0.54004004004004,0.5177825987503581
0.5405405405405406,0.5181769877362152
0.541041041041041,0.5185713686971641
0.5415415415415415,0.5189657416332052
0.542042042042042,0.5193601065443383
0.5425425425425425,0.5197544634305633
0.5430430430430431,0.5201488122918804
0.5435435435435435,0.5205431531282894
0.544044044044044,0.5209374859397904
0.5445445445445446,0.5213318107263836
0.545045045045045,0.5217261274880685
0.5455455455455456,0.5221204362248455
0.546046046046046,0.5225147369367146
0.5465465465465466,0.5229090296236757
0.5470470470470471,0.5233033142857286
0.5475475475475475,0.5236975909228737
0.5480480480480481,0.5240918595351108
0.5485485485485485,0.5244861201224398
0.549049049049049,0.5248803726848609
0.5495495495495496,0.5252746172223739
0.55005005005005,0.525668853734979
0.5505505505505506,0.5260630822226761
0.551051051051051,0.5264573026854651
0.5515515515515516,0.5268515151233462
0.5520520520520521,0.5272457195363192
0.5525525525525525,0.5276399159243843
0.5530530530530531,0.5280341042875413
0.5535535535535535,0.5284282846257904
0.5540540540540541,0.5288224569391313
0.5545545545545546,0.5292166212275645
0.555055055055055,0.5296107774910894
0.5555555555555556,0.5300049257297066
0.556056056056056,0.5303990659434156
0.5565565565565566,0.5307931981322167
0.5570570570570571,0.5311873222961098
0.5575575575575575,0.5315814384350948
0.5580580580580581,0.5319755465491718
0.5585585585585585,0.5323696466383409
0.5590590590590591,0.5327637387026019
0.5595595595595596,0.5331578227419551
0.56006006006006,0.5335518987564001
0.5605605605605606,0.5339459667459372
0.561061061061061,0.5343400267105662
0.5615615615615616,0.5347340786502872
0.5620620620620621,0.5351281225651003
0.5625625625625625,0.5355221584550054
