shot_idx,shot_serial,shot_start_time,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.IsNematicLatticeModulation,LocalVariables.DMDID2,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,LocalVariables.ShotTypeID,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,LocalVariables.ScanID4,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.DMDModulationFrequency,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.NematicLatticeModulationFrequency,LocalVariables.ScanID5,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalMotVariables2.MotDetuningCompressed,LocalVariables.DMDID,LocalVariables.XbarFrequency,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.IsRoundTripReloading,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,LocalVariables.ScanID3,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,LocalVariables.ScanID2,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.DMDModulationOffset
837,837,2025/10/03 04:14:13,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,28.999999999999996,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
838,838,2025/10/03 04:14:30,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,30.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
839,839,2025/10/03 04:14:45,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,31.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
840,840,2025/10/03 04:15:02,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,32.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
841,841,2025/10/03 04:15:17,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,33.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
842,842,2025/10/03 04:15:33,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,34.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
843,843,2025/10/03 04:15:49,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,35.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
844,844,2025/10/03 04:16:05,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,36.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
845,845,2025/10/03 04:16:21,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,37.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
846,846,2025/10/03 04:16:37,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,38.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
847,847,2025/10/03 04:16:53,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,39.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
848,848,2025/10/03 04:17:09,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,40.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
849,849,2025/10/03 04:17:25,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,41.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
850,850,2025/10/03 04:17:41,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,42.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
851,851,2025/10/03 04:17:57,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,43.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
852,852,2025/10/03 04:18:13,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,44.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
853,853,2025/10/03 04:18:28,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,45.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
854,854,2025/10/03 04:18:45,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,46.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
855,855,2025/10/03 04:19:00,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,47.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
856,856,2025/10/03 04:19:17,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,48.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
857,857,2025/10/03 04:19:32,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,49.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
858,858,2025/10/03 04:19:49,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,50.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
859,859,2025/10/03 04:20:05,9.999999999999999e-06,0.2,1.0,0.174746,0.7,0.3,0.02,0.975,0.0,0.005,0,0.0,605500000.0,0.0,0.035,0,93.0,0.0225,83506780.0,51.0,620000000.0,0.03,0.01125,0,766000000.0,0.0,0.02,0.00025,9.999999999999999e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,1088300000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,1010900000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.04,0,0.03,0.0,590.0,0.0,610.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
860,860,2025/10/03 04:20:21,9.999999999999999e-06,0.2,0.0,0.174746,0.0,0.3,0.02,0.975,0.0,0.005,0,0.0,450000000.0,0.0,0.035,0,93.0,0.0225,228200000.0,52.0,620000000.0,0.03,0.01125,0,300000000.0,0.0,0.02,0.00025,4.9999999999999996e-06,1.0,200.0,1.3,0.05,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.007,0.48,932600000.0,0.014,0.032,0.0,2.5,0.03,0.0,100000.0,0.00268,0.78,2.9999999999999997e-05,0.0,0.1,200.0,0.0,0.0,-1.4999999999999999e-05,550.0,854000000.0,0.1634945,0.0,-6000000.0,0.0,773000000.0,0,0.0,1.0,0.001,0,0.03,0.0,590.0,0.0,500.0,1.5,0.01,0.03,0.03,0.1,0.0,0.0,0.0225,0.875,0.018000000000000002,10.0,0.0225,0,0.0,0.0
