shot_idx,shot_serial,shot_start_time,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.IsImageBIFormation,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.ImagingBlowOutID,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,LocalVariables.ScanID3,LocalVariables.ScanID5,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,LocalVariables.ScanID2,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,LocalVariables.DMDID,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.DMDModulationFrequency,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,LocalVariables.ScanID4,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LatticeFreezeRampTime,LocalVariables.ShotTypeID,GlobalLatticeVariables2.IsRoundTripReloading,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,LocalVariables.DMDID2,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.DMDModulationTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower
274,274,2025/10/20 04:48:14,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,34.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_6p.pkl',773000000.0,0.05
275,275,2025/10/20 04:48:31,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,35.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_6p.pkl',773000000.0,0.05
276,276,2025/10/20 04:48:47,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,36.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_8n.pkl',773000000.0,0.05
277,277,2025/10/20 04:49:04,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,37.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_8n.pkl',773000000.0,0.05
278,278,2025/10/20 04:49:21,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,38.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_8p.pkl',773000000.0,0.05
279,279,2025/10/20 04:49:38,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,39.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_8p.pkl',773000000.0,0.05
280,280,2025/10/20 04:49:55,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,40.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_10n.pkl',773000000.0,0.05
281,281,2025/10/20 04:50:11,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,41.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_10n.pkl',773000000.0,0.05
282,282,2025/10/20 04:50:28,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,42.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_10p.pkl',773000000.0,0.05
283,283,2025/10/20 04:50:45,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,43.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_10p.pkl',773000000.0,0.05
284,284,2025/10/20 04:51:02,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,44.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_12n.pkl',773000000.0,0.05
285,285,2025/10/20 04:51:19,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,45.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_12n.pkl',773000000.0,0.05
286,286,2025/10/20 04:51:35,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,46.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_12p.pkl',773000000.0,0.05
287,287,2025/10/20 04:51:52,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,47.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_12p.pkl',773000000.0,0.05
288,288,2025/10/20 04:52:09,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,48.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_16n.pkl',773000000.0,0.05
289,289,2025/10/20 04:52:26,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,49.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_16n.pkl',773000000.0,0.05
290,290,2025/10/20 04:52:42,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,50.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_16p.pkl',773000000.0,0.05
291,291,2025/10/20 04:52:59,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,51.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_16p.pkl',773000000.0,0.05
292,292,2025/10/20 04:53:16,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,52.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_20n.pkl',773000000.0,0.05
293,293,2025/10/20 04:53:32,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,53.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_20n.pkl',773000000.0,0.05
294,294,2025/10/20 04:53:49,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,54.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_20p.pkl',773000000.0,0.05
295,295,2025/10/20 04:54:06,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,55.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_20p.pkl',773000000.0,0.05
296,296,2025/10/20 04:54:23,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.0,200.0,0.032,0.02,10.0,0.0,854000000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,450000000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,500.0,0.001,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,932600000.0,0.0,0.0,100000.0,0.0,228200000.0,0.00025,0.0,2.9999999999999997e-05,56.0,0,4.9999999999999996e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,300000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_4n.pkl',773000000.0,0.05
297,297,2025/10/20 04:54:40,0.0,0.0,0.0225,0.005,0.03,0.0,1.3,0,0.78,1.0,0.0225,1.5,0,0.7,200.0,0.032,0.02,10.0,1.0,1010900000.0,0.0035,0.0,0.018000000000000002,0.0,0.03,590.0,0.03,0.0,0.035,0.014,0.0,0.174746,0.03,0.0,0.0,606800000.0,0.1,0.0,93.0,-6000000.0,0.2,0.1,0.3,0.007,0.0225,0.875,0.0,0,610.0,0.04,-1.4999999999999999e-05,0.975,550.0,0.0,620000000.0,200.0,0.1634945,0.3,0.01,0,1088300000.0,0.0,0.0,100000.0,0.0,83506780.0,0.00025,0.0,2.9999999999999997e-05,57.0,0,9.999999999999999e-06,2.5,0.0,1.0,0.01125,9.999999999999999e-06,0.03,766000000.0,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0,0.02,b'251016_dmd0_iterative_compensation_pinning_4n.pkl',773000000.0,0.05
