shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.IsRoundTripReloading,LocalVariables.DMDID2,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.DMDModulationFrequency,LocalVariables.DMDID,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.ScanID5,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalMotVariables2.MotDetuningCompressed,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,LocalVariables.XbarFrequency,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.ReloadLatticeRampTime,LocalVariables.ScanID3,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.DMDModulationTime,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.Dmd1PatternFilename,LocalVariables.ScanID2,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.NematicLatticeModulationFrequency,LocalVariables.ScanID4,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,LocalVariables.ShotTypeID,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase
308,308,2025/10/12 05:52:39,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_10n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,68.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
309,309,2025/10/12 05:52:54,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_10n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,69.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
310,310,2025/10/12 05:53:10,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_10p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,70.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
311,311,2025/10/12 05:53:26,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_10p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,71.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
312,312,2025/10/12 05:53:42,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_12n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,72.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
313,313,2025/10/12 05:53:57,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_12n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,73.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
314,314,2025/10/12 05:54:13,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,74.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
315,315,2025/10/12 05:54:29,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,75.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
316,316,2025/10/12 05:54:45,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,76.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
317,317,2025/10/12 05:55:01,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,77.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
318,318,2025/10/12 05:55:17,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,78.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
319,319,2025/10/12 05:55:32,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,79.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
320,320,2025/10/12 05:55:48,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,80.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
321,321,2025/10/12 05:56:04,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,81.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
322,322,2025/10/12 05:56:20,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_20p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,82.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
323,323,2025/10/12 05:56:35,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_20p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,83.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
324,324,2025/10/12 05:56:52,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,84.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
325,325,2025/10/12 05:57:07,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,85.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
326,326,2025/10/12 05:57:23,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,86.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
327,327,2025/10/12 05:57:39,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,87.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
328,328,2025/10/12 05:57:55,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,88.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
329,329,2025/10/12 05:58:10,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,89.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
330,330,2025/10/12 05:58:26,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,854000000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,0.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.001,0,0.00025,0.03,4.9999999999999996e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,450000000.0,0.0,0.0,0.014,228200000.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,500.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,90.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,932600000.0,300000000.0,0.0,0.0
331,331,2025/10/12 05:58:42,0.007,0.0,0.0,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',0.0,0,0,0.0,0.03,200.0,0.0,0.035,0.0,1010900000.0,93.0,0.0,0.0,0.0225,0.2,-1.4999999999999999e-05,-6000000.0,1.0,0.01,100000.0,620000000.0,0.0,0,1.0,0.1,0,557.0,773000000.0,0.0,2.9999999999999997e-05,0.1,0.0,0.0225,9.999999999999999e-06,0.975,1.3,0.04,0,0.00025,0.03,9.999999999999999e-06,2.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.875,0.005,1.5,605500000.0,0.0,0.0,0.014,83506780.0,0.05,200.0,0.0,0.018000000000000002,1.0,0.0,610.0,0.78,0.174746,0.01125,0.1634945,0,0.032,0.0225,91.0,0.02,0.03,0.3,10.0,550.0,0.03,0.0,0.02,0.0,0.48,0.03,0.0,1088300000.0,766000000.0,0.7,0.0
