shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.DMDModulationFrequency,LocalVariables.XbarFrequency,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.isImageExpandedCheckerboard,LocalVariables.ScanID5,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,LocalVariables.ShotTypeID,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LatticeFreezeRampTime,LocalVariables.ScanID4,GlobalLatticeVariables2.NematicLatticeModulationFrequency,LocalVariables.ScanID3,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,LocalVariables.DMDID,GlobalLatticeVariables2.Dmd1ModPattern,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.DMDModulationAmplitude,LocalVariables.DMDID2,LocalVariables.ScanID2,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.IsRoundTripReloading,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning
294,294,2025/10/03 11:54:03,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,92.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
295,295,2025/10/03 11:54:19,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,93.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
296,296,2025/10/03 11:54:36,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,94.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
297,297,2025/10/03 11:54:52,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,95.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
298,298,2025/10/03 11:55:08,0.007,550.0,0.0,93.0,200.0,730000000.0,0.174746,0,1,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,96.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,0.0001,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'default.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.5,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,1e-05,0.0225,0,300000000.0
299,299,2025/10/03 11:55:24,0.007,550.0,0.0,93.0,200.0,730000000.0,0.174746,0,1,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,97.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,0.0001,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'default.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.5,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,1e-05,0.0225,0,766000000.0
300,300,2025/10/03 11:55:40,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,98.0,0.02,0.05,0.018000000000000002,590.0,0.0225,2.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,527000000.0
301,301,2025/10/03 11:55:56,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,99.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
302,302,2025/10/03 11:56:12,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,100.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,450000000.0
303,303,2025/10/03 11:56:28,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,0.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
304,304,2025/10/03 11:56:44,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,1.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
305,305,2025/10/03 11:57:01,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,2.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
306,306,2025/10/03 11:57:17,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,3.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
307,307,2025/10/03 11:57:34,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,4.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
308,308,2025/10/03 11:57:50,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,5.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
309,309,2025/10/03 11:58:07,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,6.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
310,310,2025/10/03 11:58:23,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,7.000000000000001,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
311,311,2025/10/03 11:58:39,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,8.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
312,312,2025/10/03 11:58:56,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,9.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
313,313,2025/10/03 11:59:12,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,10.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
314,314,2025/10/03 11:59:28,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,11.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
315,315,2025/10/03 11:59:45,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,12.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
316,316,2025/10/03 12:00:01,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,13.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
317,317,2025/10/03 12:00:18,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,14.000000000000002,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
