shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.isUnloadReloadBI,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.ScanID4,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,LocalVariables.DMDID,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.IsRoundTripReloading,GlobalPulseVariables2.LatticeMicrowaveDuration,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,LocalVariables.ScanID2,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,LocalVariables.DMDID2,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalMotVariables2.MotExtAmplitudeCompressed,LocalVariables.ShotTypeID,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.LoadWithDmd0InitialPower,LocalVariables.ScanID5,LocalVariables.ScanID3,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.DMDModulationTime,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.IsImageBIFormation,LocalVariables.XbarFrequency,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.DMDModulationFrequency,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalImagingVariables2.SpinBlowOutPulseDetuning
208,208,2025/10/03 06:26:12,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,6.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
209,209,2025/10/03 06:26:28,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,7.000000000000001,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
210,210,2025/10/03 06:26:44,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,8.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
211,211,2025/10/03 06:27:00,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,9.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
212,212,2025/10/03 06:27:16,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,10.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
213,213,2025/10/03 06:27:32,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,11.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
214,214,2025/10/03 06:27:49,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,12.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
215,215,2025/10/03 06:28:04,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,13.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
216,216,2025/10/03 06:28:21,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,14.000000000000002,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
217,217,2025/10/03 06:28:37,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,15.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
218,218,2025/10/03 06:28:53,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,16.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
219,219,2025/10/03 06:29:09,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,17.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
220,220,2025/10/03 06:29:25,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,18.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
221,221,2025/10/03 06:29:41,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,19.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
222,222,2025/10/03 06:29:57,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,20.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
223,223,2025/10/03 06:30:13,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,21.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
224,224,2025/10/03 06:30:30,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,22.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
225,225,2025/10/03 06:30:45,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,23.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
226,226,2025/10/03 06:31:02,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,24.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
227,227,2025/10/03 06:31:18,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,25.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
228,228,2025/10/03 06:31:34,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,26.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
229,229,2025/10/03 06:31:50,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,27.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
230,230,2025/10/03 06:32:06,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,28.000000000000004,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
231,231,2025/10/03 06:32:22,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,28.999999999999996,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
