shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.LatticeFreezeRampTime,LocalVariables.XbarFrequency,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,LocalVariables.ScanID2,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.DMDModulationOffset,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.DMDModulationFrequency,GlobalLatticeVariables2.IsRoundTripReloading,LocalVariables.DMDID,LocalVariables.ScanID5,LocalVariables.ScanID3,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,LocalVariables.DMDID2,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.DMDModulationPreHoldTime,LocalVariables.ScanID4,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.NematicLatticeModulationFrequency,LocalVariables.ShotTypeID,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.Dmd1ModPattern
74,74,2025/10/07 21:27:06,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,74.0,0.78,0.174746,0,0.0
75,75,2025/10/07 21:27:22,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,75.0,0.78,0.174746,0,0.0
76,76,2025/10/07 21:27:38,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,76.0,0.78,0.174746,0,0.0
77,77,2025/10/07 21:27:53,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,77.0,0.78,0.174746,0,0.0
78,78,2025/10/07 21:28:09,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,78.0,0.78,0.174746,0,0.0
79,79,2025/10/07 21:28:24,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,79.0,0.78,0.174746,0,0.0
80,80,2025/10/07 21:28:40,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,80.0,0.78,0.174746,0,0.0
81,81,2025/10/07 21:28:56,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,81.0,0.78,0.174746,0,0.0
82,82,2025/10/07 21:29:12,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_20p.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,82.0,0.78,0.174746,0,0.0
83,83,2025/10/07 21:29:27,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_20p.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,83.0,0.78,0.174746,0,0.0
84,84,2025/10/07 21:29:43,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,84.0,0.78,0.174746,0,0.0
85,85,2025/10/07 21:29:59,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,85.0,0.78,0.174746,0,0.0
86,86,2025/10/07 21:30:15,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,86.0,0.78,0.174746,0,0.0
87,87,2025/10/07 21:30:30,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,87.0,0.78,0.174746,0,0.0
88,88,2025/10/07 21:30:46,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,88.0,0.78,0.174746,0,0.0
89,89,2025/10/07 21:31:02,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,89.0,0.78,0.174746,0,0.0
90,90,2025/10/07 21:31:18,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,90.0,0.78,0.174746,0,0.0
91,91,2025/10/07 21:31:33,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,91.0,0.78,0.174746,0,0.0
92,92,2025/10/07 21:31:49,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_8n.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,92.0,0.78,0.174746,0,0.0
93,93,2025/10/07 21:32:05,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_8n.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,93.0,0.78,0.174746,0,0.0
94,94,2025/10/07 21:32:21,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_8p.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,94.0,0.78,0.174746,0,0.0
95,95,2025/10/07 21:32:36,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_8p.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,95.0,0.78,0.174746,0,0.0
96,96,2025/10/07 21:32:52,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,500.0,0.00025,1.0,0.3,0.0,0.02,0.0,450000000.0,0.03,0.005,-1.4999999999999999e-05,300000000.0,0.02,0.03,620000000.0,932600000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_10n.pkl',854000000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,4.9999999999999996e-06,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,228200000.0,0.0,0.0,0.0225,0.03,0.001,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,96.0,0.78,0.174746,0,0.0
97,97,2025/10/07 21:33:08,0.0,0.007,550.0,0.1634945,0.0,0.0,0,0.004,1.3,2.9999999999999997e-05,773000000.0,0.014,0.0,0.875,0,0.2,0,0.03,0.0,0.01,610.0,0.00025,1.0,0.3,1.0,0.02,0.0,605500000.0,0.03,0.005,-1.4999999999999999e-05,766000000.0,0.02,0.03,620000000.0,1088300000.0,0.1,93.0,0.0,0.0,1.5,2.5,0.035,9.999999999999999e-06,100000.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.05,0.03,b'251007_dmd0_iterative_compensation_pinning_10n.pkl',1010900000.0,0.0225,0.0,0.018000000000000002,1.0,0.0,0.48,9.999999999999999e-06,10.0,200.0,0,0.0,0.0,0.0,0.7,0.0,83506780.0,0.0,0.0,0.0225,0.03,0.04,0.0,0.032,0.1,0,0.0225,590.0,0.01125,0.975,-6000000.0,200.0,97.0,0.78,0.174746,0,0.0
