shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.Dmd1ModPattern,LocalVariables.ShotTypeID,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.ReloadLatticeRampTime,LocalVariables.ScanID2,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,LocalVariables.ScanID3,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.IsRoundTripReloading,LocalVariables.ScanID5,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationFrequency,LocalVariables.DMDID2,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.IsImageBIFormation,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,LocalVariables.ScanID4,LocalVariables.DMDID,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.DMDModulationFrequency,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,LocalVariables.ImagingBlowOutID
112,112,2025/10/03 16:04:32,0.00025,9.999999999999999e-06,0.0,11.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
113,113,2025/10/03 16:04:48,0.00025,9.999999999999999e-06,0.0,12.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
114,114,2025/10/03 16:05:03,0.00025,9.999999999999999e-06,0.0,13.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
115,115,2025/10/03 16:05:19,0.00025,9.999999999999999e-06,0.0,14.000000000000002,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
116,116,2025/10/03 16:05:35,0.00025,9.999999999999999e-06,0.0,15.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
117,117,2025/10/03 16:05:51,0.00025,9.999999999999999e-06,0.0,16.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
118,118,2025/10/03 16:06:06,0.00025,9.999999999999999e-06,0.0,17.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
119,119,2025/10/03 16:06:23,0.00025,9.999999999999999e-06,0.0,18.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
120,120,2025/10/03 16:06:38,0.00025,9.999999999999999e-06,0.0,19.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
121,121,2025/10/03 16:06:55,0.00025,9.999999999999999e-06,0.0,20.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
122,122,2025/10/03 16:07:10,0.00025,9.999999999999999e-06,0.0,21.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
123,123,2025/10/03 16:07:26,0.00025,9.999999999999999e-06,0.0,22.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
124,124,2025/10/03 16:07:42,0.00025,9.999999999999999e-06,0.0,23.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
125,125,2025/10/03 16:07:58,0.00025,9.999999999999999e-06,0.0,24.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
126,126,2025/10/03 16:08:14,0.00025,9.999999999999999e-06,0.0,25.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
127,127,2025/10/03 16:08:30,0.00025,9.999999999999999e-06,0.0,26.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
128,128,2025/10/03 16:08:45,0.00025,9.999999999999999e-06,0.0,27.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
129,129,2025/10/03 16:09:01,0.00025,9.999999999999999e-06,0.0,28.000000000000004,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
130,130,2025/10/03 16:09:17,0.00025,9.999999999999999e-06,0.0,28.999999999999996,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
131,131,2025/10/03 16:09:33,0.00025,9.999999999999999e-06,0.0,30.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
132,132,2025/10/03 16:09:48,0.00025,9.999999999999999e-06,0.0,31.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
133,133,2025/10/03 16:10:05,0.00025,9.999999999999999e-06,0.0,32.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
134,134,2025/10/03 16:10:21,0.00025,9.999999999999999e-06,0.0,33.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,1010900000.0,0.975,1088300000.0,200.0,0.0,550.0,766000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,83506780.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,9.999999999999999e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.7,590.0,0.0,0.007,0.03,0.02,0,0,610.0,0.032,200.0,0.04,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,605500000.0,93.0,1.0,1.0
135,135,2025/10/03 16:10:37,0.00025,9.999999999999999e-06,0.0,34.0,1.3,0.48,0.03,0.1,0.875,0.0,0.0,2.5,0.02,0.0,0.03,0.00268,0.05,0,0.0,10.0,854000000.0,0.975,932600000.0,200.0,0.0,550.0,300000000.0,0.2,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',100000.0,0.01,0.018000000000000002,0.014,620000000.0,0.0,0,0.1,773000000.0,0.035,0.0,0.0,0,228200000.0,0.1634945,0.78,0.01125,0.0225,0.0,-1.4999999999999999e-05,4.9999999999999996e-06,0.03,-6000000.0,0.0225,0.03,0.0,0.0,0.0,0.0225,0.005,0.3,0.0,0.0,590.0,0.0,0.007,0.03,0.02,0,0,500.0,0.032,200.0,0.001,0.0,1.5,2.9999999999999997e-05,0,0.0,0.174746,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,1.0,450000000.0,93.0,1.0,0.0
