shot_idx,shot_serial,shot_start_time,GlobalPulseVariables2.LatticeMicrowaveDuration,LocalVariables.ScanID2,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,LocalVariables.ScanID5,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.IsDMDLatticeModulation,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,LocalVariables.ScanID4,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.DMDID,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.DMDModulationFrequency,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.IsRoundTripReloading,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalMotVariables2.MotDetuningCompressed,LocalVariables.ScanID3,LocalVariables.DMDID2,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,LocalVariables.ShotTypeID,GlobalLatticeVariables2.CleanupBandInsulatorRampTime
154,154,2025/10/21 08:07:08,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_6p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,34.0,0.2
155,155,2025/10/21 08:07:25,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_6p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,35.0,0.2
156,156,2025/10/21 08:07:41,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_8n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,36.0,0.2
157,157,2025/10/21 08:07:57,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_8n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,37.0,0.2
158,158,2025/10/21 08:08:13,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_8p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,38.0,0.2
159,159,2025/10/21 08:08:29,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_8p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,39.0,0.2
160,160,2025/10/21 08:08:45,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_10n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,40.0,0.2
161,161,2025/10/21 08:09:01,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_10n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,41.0,0.2
162,162,2025/10/21 08:09:17,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_10p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,42.0,0.2
163,163,2025/10/21 08:09:33,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_10p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,43.0,0.2
164,164,2025/10/21 08:09:49,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_12n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,44.0,0.2
165,165,2025/10/21 08:10:05,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_12n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,45.0,0.2
166,166,2025/10/21 08:10:21,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_12p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,46.0,0.2
167,167,2025/10/21 08:10:36,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_12p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,47.0,0.2
168,168,2025/10/21 08:10:53,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_16n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,48.0,0.2
169,169,2025/10/21 08:11:10,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_16n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,49.0,0.2
170,170,2025/10/21 08:11:26,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_16p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,50.0,0.2
171,171,2025/10/21 08:11:42,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_16p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,51.0,0.2
172,172,2025/10/21 08:11:57,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_20n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,52.0,0.2
173,173,2025/10/21 08:12:14,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_20n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,53.0,0.2
174,174,2025/10/21 08:12:29,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_20p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,54.0,0.2
175,175,2025/10/21 08:12:45,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_20p.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,55.0,0.2
176,176,2025/10/21 08:13:01,0.001,0.875,0.174746,450000000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_4n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,854000000.0,0.0,0.0,4.9999999999999996e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,300000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,0.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,932600000.0,0.1634945,0.0,-6000000.0,0.0,0.0,228200000.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,500.0,56.0,0.2
177,177,2025/10/21 08:13:17,0.04,0.875,0.174746,606800000.0,1.0,b'251016_dmd0_iterative_compensation_pinning_4n.pkl',0.0,0.05,0.0,0.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.1,0.005,200.0,1010900000.0,0.0,0.7,9.999999999999999e-06,0.0,93.0,0.035,0.03,0,550.0,-1.4999999999999999e-05,0.0185,0.0185,0.0185,100000.0,0.3,0,773000000.0,0.0,0.0,0.0,766000000.0,2.5,1.3,0.0,0.03,0,0.014,0.48,590.0,1.0,0.0,0,0.018000000000000002,0.01125,10.0,0.0,0.02,200.0,0.03,9.999999999999999e-06,0.03,0,0.0,0.02,0,0.975,1.0,0.007,0.00025,0.03,0.0,620000000.0,0.01,1.5,1088300000.0,0.1634945,0.0,-6000000.0,0.0,0.0,83506780.0,0.0,0.032,0.78,2.9999999999999997e-05,0.1,0.00334,0.0,610.0,57.0,0.2
