shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,LocalVariables.ScanID5,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.IsNematicLatticeModulation,LocalVariables.DMDID,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,LocalVariables.ShotTypeID,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,LocalVariables.XbarFrequency,LocalVariables.DMDID2,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.ScanID3,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.UnloadLatticeYPower,LocalVariables.ScanID4,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.IsRoundTripReloading,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.DMDModulationFrequency,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,LocalVariables.ScanID2,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.IsImageBIFormation,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.isUnloadReloadBI,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.FinalStateGradientCurrent
806,806,2025/10/05 10:36:33,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,86.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
807,807,2025/10/05 10:36:49,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,87.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
808,808,2025/10/05 10:37:05,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,88.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
809,809,2025/10/05 10:37:21,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,89.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
810,810,2025/10/05 10:37:37,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,90.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
811,811,2025/10/05 10:37:53,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,91.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
812,812,2025/10/05 10:38:09,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,92.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
813,813,2025/10/05 10:38:25,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,93.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
814,814,2025/10/05 10:38:41,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,94.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
815,815,2025/10/05 10:38:57,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,95.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
816,816,2025/10/05 10:39:14,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,96.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
817,817,2025/10/05 10:39:30,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,97.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
818,818,2025/10/05 10:39:46,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,98.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
819,819,2025/10/05 10:40:02,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,99.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
820,820,2025/10/05 10:40:18,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,100.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
821,821,2025/10/05 10:40:34,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,101.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
822,822,2025/10/05 10:40:50,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,102.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
823,823,2025/10/05 10:41:06,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,103.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
824,824,2025/10/05 10:41:22,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,104.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
825,825,2025/10/05 10:41:38,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,105.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
826,826,2025/10/05 10:41:55,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,106.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
827,827,2025/10/05 10:42:10,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,107.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
828,828,2025/10/05 10:42:27,0.00025,300000000.0,0.03,4.9999999999999996e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.0,228200000.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,108.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,854000000.0,0.0225,500.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.001,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',550.0,932600000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,0.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,450000000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
829,829,2025/10/05 10:42:42,0.00025,766000000.0,0.03,9.999999999999999e-06,200.0,0.0,0.0,2.9999999999999997e-05,0.7,83506780.0,0.03,0.03,-6000000.0,0.018000000000000002,0,0.0,0.975,109.0,0.0,0.0,0.0225,1.3,0.03,100000.0,0.174746,0.0225,0.0,773000000.0,0.0,0.005,1.0,0.02,0.0,0.0,0.1,1010900000.0,0.0225,610.0,0.05,0.02,0.032,0.0,0.01125,93.0,0.0,590.0,0.1634945,0.2,1.0,0.04,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',550.0,1088300000.0,-1.4999999999999999e-05,0.014,0,0.007,0.0,2.5,0,0.0,200.0,9.999999999999999e-06,0.875,1.0,0.0,0,0.0,0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.035,0.0,0,0.78,0.48,0.3,0.0,605500000.0,0.0,0.002,0.01,0.1,620000000.0,1.5,10.0
