shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,LocalVariables.DMDID,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower,LocalVariables.ScanID4,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.FourthDMD0RampPower,LocalVariables.DMDID2,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,LocalVariables.XbarFrequency,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,LocalVariables.ShotTypeID,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.ThirdDMD1RampPower
208,208,2025/03/24 15:59:49,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
209,209,2025/03/24 16:00:08,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
210,210,2025/03/24 16:00:27,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
211,211,2025/03/24 16:00:46,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,4.0,228.2,22.0,163.4945,2.2
212,212,2025/03/24 16:01:04,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,5.0,228.2,22.0,163.4945,2.2
213,213,2025/03/24 16:01:23,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,6.0,228.2,22.0,163.4945,2.2
214,214,2025/03/24 16:01:42,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,7.0,228.2,22.0,163.4945,2.2
215,215,2025/03/24 16:02:01,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,8.0,228.2,22.0,163.4945,2.2
216,216,2025/03/24 16:02:19,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,0.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,0.0,228.2,22.0,163.4945,2.2
217,217,2025/03/24 16:02:38,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
218,218,2025/03/24 16:02:57,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
219,219,2025/03/24 16:03:16,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
220,220,2025/03/24 16:03:34,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,4.0,228.2,22.0,163.4945,2.2
221,221,2025/03/24 16:03:53,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,5.0,228.2,22.0,163.4945,2.2
222,222,2025/03/24 16:04:12,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,6.0,228.2,22.0,163.4945,2.2
223,223,2025/03/24 16:04:30,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,7.0,228.2,22.0,163.4945,2.2
224,224,2025/03/24 16:04:49,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,8.0,228.2,22.0,163.4945,2.2
225,225,2025/03/24 16:05:08,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,0.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,0.0,228.2,22.0,163.4945,2.2
226,226,2025/03/24 16:05:26,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
227,227,2025/03/24 16:05:45,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
228,228,2025/03/24 16:06:04,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
229,229,2025/03/24 16:06:22,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,4.0,228.2,22.0,163.4945,2.2
230,230,2025/03/24 16:06:41,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,5.0,228.2,22.0,163.4945,2.2
231,231,2025/03/24 16:07:00,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,6.0,228.2,22.0,163.4945,2.2
232,232,2025/03/24 16:07:19,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,7.0,228.2,22.0,163.4945,2.2
233,233,2025/03/24 16:07:37,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,8.0,228.2,22.0,163.4945,2.2
234,234,2025/03/24 16:07:56,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,0.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,0.0,228.2,22.0,163.4945,2.2
235,235,2025/03/24 16:08:14,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
236,236,2025/03/24 16:08:33,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
237,237,2025/03/24 16:08:51,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
238,238,2025/03/24 16:09:10,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,4.0,228.2,22.0,163.4945,2.2
239,239,2025/03/24 16:09:29,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,5.0,228.2,22.0,163.4945,2.2
240,240,2025/03/24 16:09:47,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,6.0,228.2,22.0,163.4945,2.2
241,241,2025/03/24 16:10:06,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,7.0,228.2,22.0,163.4945,2.2
242,242,2025/03/24 16:10:24,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,8.0,228.2,22.0,163.4945,2.2
243,243,2025/03/24 16:10:43,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,0.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,0.0,228.2,22.0,163.4945,2.2
244,244,2025/03/24 16:11:02,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
245,245,2025/03/24 16:11:20,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
246,246,2025/03/24 16:11:40,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
247,247,2025/03/24 16:11:59,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,4.0,228.2,22.0,163.4945,2.2
248,248,2025/03/24 16:12:17,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,5.0,228.2,22.0,163.4945,2.2
249,249,2025/03/24 16:12:36,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,6.0,228.2,22.0,163.4945,2.2
250,250,2025/03/24 16:12:55,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,7.0,228.2,22.0,163.4945,2.2
251,251,2025/03/24 16:13:13,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,8.0,228.2,22.0,163.4945,2.2
252,252,2025/03/24 16:13:31,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,0.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,0.0,228.2,22.0,163.4945,2.2
253,253,2025/03/24 16:13:51,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
254,254,2025/03/24 16:14:11,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
255,255,2025/03/24 16:14:30,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
256,256,2025/03/24 16:14:48,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,4.0,228.2,22.0,163.4945,2.2
257,257,2025/03/24 16:15:07,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,5.0,228.2,22.0,163.4945,2.2
258,258,2025/03/24 16:15:26,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,6.0,228.2,22.0,163.4945,2.2
259,259,2025/03/24 16:15:44,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,7.0,228.2,22.0,163.4945,2.2
260,260,2025/03/24 16:16:03,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,8.0,228.2,22.0,163.4945,2.2
261,261,2025/03/24 16:16:21,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,0.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,0.0,228.2,22.0,163.4945,2.2
262,262,2025/03/24 16:16:39,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
263,263,2025/03/24 16:16:57,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
264,264,2025/03/24 16:17:15,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
265,265,2025/03/24 16:17:33,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,4.0,228.2,22.0,163.4945,2.2
266,266,2025/03/24 16:17:51,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,5.0,228.2,22.0,163.4945,2.2
267,267,2025/03/24 16:18:10,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,6.0,228.2,22.0,163.4945,2.2
268,268,2025/03/24 16:18:28,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,7.0,228.2,22.0,163.4945,2.2
269,269,2025/03/24 16:18:46,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,8.0,228.2,22.0,163.4945,2.2
270,270,2025/03/24 16:19:04,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,0.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,0.0,228.2,22.0,163.4945,2.2
271,271,2025/03/24 16:19:22,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
272,272,2025/03/24 16:19:40,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
273,273,2025/03/24 16:19:58,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
274,274,2025/03/24 16:20:16,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,4.0,228.2,22.0,163.4945,2.2
275,275,2025/03/24 16:20:35,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,5.0,228.2,22.0,163.4945,2.2
276,276,2025/03/24 16:20:53,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,6.0,228.2,22.0,163.4945,2.2
277,277,2025/03/24 16:21:11,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,7.0,228.2,22.0,163.4945,2.2
278,278,2025/03/24 16:21:29,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,8.0,228.2,22.0,163.4945,2.2
279,279,2025/03/24 16:21:47,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,0.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,0.0,228.2,22.0,163.4945,2.2
280,280,2025/03/24 16:22:05,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,1.0,228.2,22.0,163.4945,2.2
281,281,2025/03/24 16:22:23,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,1.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,2.0,228.2,22.0,163.4945,2.2
282,282,2025/03/24 16:22:41,35.0,18.0,100.0,590.0,0.975,28.0,0.0,0,0.0,12.0,0.0,10.0,8.64,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,14.0,5.0,93.0,30.0,1.0,2.0,14.0,174.746,100.0,30.0,773.0,10.0,200.0,3.0,228.2,22.0,163.4945,2.2
