shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,LocalVariables.DMDID2,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.FourthDMD0RampPower,LocalVariables.ScanID4,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,LocalVariables.XbarFrequency,LocalVariables.DMDID,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.ShotTypeID,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename
339,339,2025/03/24 08:07:28,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
340,340,2025/03/24 08:07:46,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
341,341,2025/03/24 08:08:04,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,8.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
342,342,2025/03/24 08:08:22,30.0,100.0,30.0,93.0,0.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,0.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
343,343,2025/03/24 08:08:40,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,1.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
344,344,2025/03/24 08:08:58,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,2.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
345,345,2025/03/24 08:09:16,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,3.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
346,346,2025/03/24 08:09:34,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,4.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
347,347,2025/03/24 08:09:53,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,5.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
348,348,2025/03/24 08:10:11,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
349,349,2025/03/24 08:10:29,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
350,350,2025/03/24 08:10:47,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,8.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
351,351,2025/03/24 08:11:05,30.0,100.0,30.0,93.0,0.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,0.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
352,352,2025/03/24 08:11:23,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,1.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
353,353,2025/03/24 08:11:42,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,2.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
354,354,2025/03/24 08:12:00,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,3.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
355,355,2025/03/24 08:12:18,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,4.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
356,356,2025/03/24 08:12:36,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,5.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
357,357,2025/03/24 08:12:54,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
358,358,2025/03/24 08:13:12,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
359,359,2025/03/24 08:13:30,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,8.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
360,360,2025/03/24 08:13:48,30.0,100.0,30.0,93.0,0.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,0.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
361,361,2025/03/24 08:14:06,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,1.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
362,362,2025/03/24 08:14:25,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,2.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
363,363,2025/03/24 08:14:43,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,3.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
364,364,2025/03/24 08:15:01,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,4.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
365,365,2025/03/24 08:15:19,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,5.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
366,366,2025/03/24 08:15:37,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
367,367,2025/03/24 08:15:55,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
368,368,2025/03/24 08:16:13,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,8.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
369,369,2025/03/24 08:16:31,30.0,100.0,30.0,93.0,0.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,0.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
370,370,2025/03/24 08:16:50,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,1.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
371,371,2025/03/24 08:17:08,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,2.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
372,372,2025/03/24 08:17:26,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,3.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
373,373,2025/03/24 08:17:44,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,4.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
374,374,2025/03/24 08:18:02,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,5.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
375,375,2025/03/24 08:18:20,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
376,376,2025/03/24 08:18:39,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
377,377,2025/03/24 08:18:57,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,8.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
378,378,2025/03/24 08:19:15,30.0,100.0,30.0,93.0,0.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,0.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
379,379,2025/03/24 08:19:33,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,1.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
380,380,2025/03/24 08:19:51,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,2.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
381,381,2025/03/24 08:20:09,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,3.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
382,382,2025/03/24 08:20:27,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,4.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
383,383,2025/03/24 08:20:46,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,5.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
384,384,2025/03/24 08:21:04,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
385,385,2025/03/24 08:21:22,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
386,386,2025/03/24 08:21:40,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,8.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
387,387,2025/03/24 08:21:58,30.0,100.0,30.0,93.0,0.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,0.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
388,388,2025/03/24 08:22:16,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,1.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
389,389,2025/03/24 08:22:34,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,2.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
390,390,2025/03/24 08:22:52,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,3.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
391,391,2025/03/24 08:23:11,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,4.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
392,392,2025/03/24 08:23:29,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,5.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
393,393,2025/03/24 08:23:47,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
394,394,2025/03/24 08:24:05,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
395,395,2025/03/24 08:24:23,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,8.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
396,396,2025/03/24 08:24:41,30.0,100.0,30.0,93.0,0.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,0.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
397,397,2025/03/24 08:25:00,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,1.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
398,398,2025/03/24 08:25:18,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,2.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
399,399,2025/03/24 08:25:36,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,3.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
400,400,2025/03/24 08:25:54,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,4.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
401,401,2025/03/24 08:26:12,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,5.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
402,402,2025/03/24 08:26:30,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
403,403,2025/03/24 08:26:48,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
404,404,2025/03/24 08:27:07,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,8.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
405,405,2025/03/24 08:27:25,30.0,100.0,30.0,93.0,0.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,0.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
406,406,2025/03/24 08:27:43,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,1.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
407,407,2025/03/24 08:28:01,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,2.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
408,408,2025/03/24 08:28:19,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,3.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
409,409,2025/03/24 08:28:37,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,4.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
410,410,2025/03/24 08:28:55,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,5.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
411,411,2025/03/24 08:29:14,30.0,100.0,30.0,93.0,1.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,6.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
412,412,2025/03/24 08:29:32,30.0,100.0,30.0,93.0,2.0,14.0,12.0,18.0,0.975,0,14.0,35.0,0.0,1.8,174.746,163.4945,8.64,0.0,0.0,10.0,10.0,1.0,228.2,590.0,773.0,0.0,22.0,0.0,28.0,5.0,100.0,7.0,200.0,b'250316_dmd0_iterative_compensation_pinning.pkl'
