shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,LocalVariables.DMDID2,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.ImagingLatticeFreezeTime,LocalVariables.XbarFrequency,LocalVariables.ScanID5,LocalVariables.DMDID,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalMotVariables2.MotDetuningCompressed,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalMotVariables2.MotExtAmplitudeCompressed,LocalVariables.ShotTypeID,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.ScanID4,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,LocalVariables.ImagingBlowOutID,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField
10,10,2025/06/10 20:09:45,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,10.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
11,11,2025/06/10 20:10:02,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,11.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
12,12,2025/06/10 20:10:18,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,12.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
13,13,2025/06/10 20:10:34,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,13.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
14,14,2025/06/10 20:10:52,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,14.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
15,15,2025/06/10 20:11:08,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,15.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
16,16,2025/06/10 20:11:25,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,16.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
17,17,2025/06/10 20:11:42,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,17.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
18,18,2025/06/10 20:11:59,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.0,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,300000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,18.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,0.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
19,19,2025/06/10 20:12:16,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,19.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
20,20,2025/06/10 20:12:33,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,20.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
21,21,2025/06/10 20:12:50,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,21.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
22,22,2025/06/10 20:13:07,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,22.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
23,23,2025/06/10 20:13:23,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,23.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
