shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,LocalVariables.DMDID2,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.ImagingLatticeFreezeTime,LocalVariables.XbarFrequency,LocalVariables.ScanID5,LocalVariables.DMDID,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalMotVariables2.MotDetuningCompressed,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalMotVariables2.MotExtAmplitudeCompressed,LocalVariables.ShotTypeID,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.ScanID4,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,LocalVariables.ImagingBlowOutID,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField
80,80,2025/06/10 20:29:27,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0016,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,17.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
81,81,2025/06/10 20:29:44,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.0,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,300000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,18.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,0.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
82,82,2025/06/10 20:30:01,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,19.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
83,83,2025/06/10 20:30:18,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,20.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
84,84,2025/06/10 20:30:35,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,21.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
85,85,2025/06/10 20:30:52,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,22.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
86,86,2025/06/10 20:31:09,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,23.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
87,87,2025/06/10 20:31:25,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,24.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
88,88,2025/06/10 20:31:42,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,25.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
89,89,2025/06/10 20:31:59,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0018000000000000002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,26.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
90,90,2025/06/10 20:32:16,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.0,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,300000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,27.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,0.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
91,91,2025/06/10 20:32:33,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,28.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
92,92,2025/06/10 20:32:50,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,29.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
93,93,2025/06/10 20:33:07,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,30.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
94,94,2025/06/10 20:33:24,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,31.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
95,95,2025/06/10 20:33:41,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,32.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
96,96,2025/06/10 20:33:58,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,33.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
97,97,2025/06/10 20:34:15,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,34.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
98,98,2025/06/10 20:34:32,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.002,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,35.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
99,99,2025/06/10 20:34:49,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.0,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,300000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,36.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,0.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
100,100,2025/06/10 20:35:06,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,37.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
101,101,2025/06/10 20:35:23,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,38.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
102,102,2025/06/10 20:35:40,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,39.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
103,103,2025/06/10 20:35:57,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,40.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
104,104,2025/06/10 20:36:14,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,41.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
105,105,2025/06/10 20:36:31,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,42.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
106,106,2025/06/10 20:36:48,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,527000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,43.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,2.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
107,107,2025/06/10 20:37:04,0.1,0.3,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',0.0,0.1634945,620000000.0,0.02,773000000.0,0.0,0.0,0.0125,4.9999999999999996e-06,0.7,9.999999999999999e-06,0.05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',-1.4999999999999999e-05,1.0,0.0125,0.001,100000.0,0.0,550.0,0.0,0.0022,0.005,200.0,0.975,0.018000000000000002,450000000.0,2.5,0.033,2.9999999999999997e-05,-6000000.0,228200000.0,450000000.0,590.0,0.02,0.0,0.0,0.009000000000000001,93.0,0.0125,932600000.0,0,1.0,854000000.0,1.3,0.022,0,0.0,0.03,0.78,44.0,0.009380000000000001,0.0,0.0,0.0,0.03,0.0,1.0,1.5,0.174746,10.0,0.2,0.48,0.029,500.0
