shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.ImagingBlowOutID
0,0,2025/06/10 15:45:20,0.0024,0.0
1,1,2025/06/10 15:45:39,0.0024,2.0
2,2,2025/06/10 15:45:56,0.0024,1.0
3,3,2025/06/10 15:46:15,0.0024,2.0
4,4,2025/06/10 15:46:32,0.0024,1.0
5,5,2025/06/10 15:46:51,0.0024,2.0
6,6,2025/06/10 15:47:07,0.0024,1.0
7,7,2025/06/10 15:47:24,0.0024,2.0
8,8,2025/06/10 15:47:41,0.0024,1.0
9,9,2025/06/10 15:47:58,0.0024,0.0
10,10,2025/06/10 15:48:15,0.0024,2.0
11,11,2025/06/10 15:48:31,0.0024,1.0
12,12,2025/06/10 15:48:48,0.0024,2.0
13,13,2025/06/10 15:49:05,0.0024,1.0
14,14,2025/06/10 15:49:21,0.0024,2.0
15,15,2025/06/10 15:49:38,0.0024,1.0
16,16,2025/06/10 15:49:55,0.0024,2.0
17,17,2025/06/10 15:50:13,0.0024,1.0
18,18,2025/06/10 15:50:30,0.0024,0.0
19,19,2025/06/10 15:50:47,0.0024,2.0
20,20,2025/06/10 15:51:04,0.0024,1.0
21,21,2025/06/10 15:51:21,0.0024,2.0
22,22,2025/06/10 15:51:37,0.0024,1.0
23,23,2025/06/10 15:51:54,0.0024,2.0
24,24,2025/06/10 15:52:11,0.0024,1.0
25,25,2025/06/10 15:52:29,0.0024,2.0
26,26,2025/06/10 15:52:46,0.0024,1.0
27,27,2025/06/10 15:53:02,0.0024,0.0
28,28,2025/06/10 15:53:19,0.0024,2.0
29,29,2025/06/10 15:53:35,0.0024,1.0
30,30,2025/06/10 15:53:52,0.0024,2.0
31,31,2025/06/10 15:54:08,0.0024,1.0
32,32,2025/06/10 15:54:25,0.0024,2.0
33,33,2025/06/10 15:54:41,0.0024,1.0
34,34,2025/06/10 15:54:58,0.0024,2.0
35,35,2025/06/10 15:55:14,0.0024,1.0
36,36,2025/06/10 15:55:30,0.0024,0.0
37,37,2025/06/10 15:55:47,0.0024,2.0
38,38,2025/06/10 15:56:05,0.0024,1.0
39,39,2025/06/10 15:56:22,0.0024,2.0
