shot_idx,shot_serial,shot_start_time,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalImagingVariables2.SpinBlowNorthwestPower,LocalVariables.ShotTypeID,LocalVariables.DMDID2,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,LocalVariables.ScanID5,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,LocalVariables.ScanID4,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,LocalVariables.XbarFrequency,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.isUnloadReloadBI,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalMotVariables2.MotDetuningCompressed,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power
205,205,2025/06/11 13:05:43,0.78,0.0,1.0,0.033,1.5,16.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0016,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
206,206,2025/06/11 13:06:00,0.78,0.0,1.0,0.033,1.5,17.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0016,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
207,207,2025/06/11 13:06:17,0.78,0.0,1.0,0.033,1.5,18.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.0,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,300000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,0.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
208,208,2025/06/11 13:06:34,0.78,0.0,1.0,0.033,1.5,19.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
209,209,2025/06/11 13:06:51,0.78,0.0,1.0,0.033,1.5,20.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
210,210,2025/06/11 13:07:08,0.78,0.0,1.0,0.033,1.5,21.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
211,211,2025/06/11 13:07:25,0.78,0.0,1.0,0.033,1.5,22.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
212,212,2025/06/11 13:07:42,0.78,0.0,1.0,0.033,1.5,23.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
213,213,2025/06/11 13:07:59,0.78,0.0,1.0,0.033,1.5,24.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
214,214,2025/06/11 13:08:16,0.78,0.0,1.0,0.033,1.5,25.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
215,215,2025/06/11 13:08:33,0.78,0.0,1.0,0.033,1.5,26.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0018000000000000002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
216,216,2025/06/11 13:08:50,0.78,0.0,1.0,0.033,1.5,27.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.0,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,300000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,0.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
217,217,2025/06/11 13:09:07,0.78,0.0,1.0,0.033,1.5,28.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
218,218,2025/06/11 13:09:24,0.78,0.0,1.0,0.033,1.5,29.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
219,219,2025/06/11 13:09:41,0.78,0.0,1.0,0.033,1.5,30.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
220,220,2025/06/11 13:09:58,0.78,0.0,1.0,0.033,1.5,31.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
221,221,2025/06/11 13:10:16,0.78,0.0,1.0,0.033,1.5,32.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
222,222,2025/06/11 13:10:33,0.78,0.0,1.0,0.033,1.5,33.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
223,223,2025/06/11 13:10:50,0.78,0.0,1.0,0.033,1.5,34.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
224,224,2025/06/11 13:11:07,0.78,0.0,1.0,0.033,1.5,35.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.002,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
225,225,2025/06/11 13:11:24,0.78,0.0,1.0,0.033,1.5,36.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.0,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,300000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,0.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
226,226,2025/06/11 13:11:41,0.78,0.0,1.0,0.033,1.5,37.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
227,227,2025/06/11 13:11:58,0.78,0.0,1.0,0.033,1.5,38.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
228,228,2025/06/11 13:12:16,0.78,0.0,1.0,0.033,1.5,39.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
229,229,2025/06/11 13:12:33,0.78,0.0,1.0,0.033,1.5,40.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
230,230,2025/06/11 13:12:50,0.78,0.0,1.0,0.033,1.5,41.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
231,231,2025/06/11 13:13:08,0.78,0.0,1.0,0.033,1.5,42.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
232,232,2025/06/11 13:13:26,0.78,0.0,1.0,0.033,1.5,43.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
