shot_idx,shot_serial,shot_start_time,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalMotVariables2.MotDetuningCompressed,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,LocalVariables.ScanID5,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.DMDID2,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,LocalVariables.ImagingBlowOutID,GlobalImagingVariables2.SpinBlowNorthwestPower,LocalVariables.ScanID4,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,LocalVariables.ShotTypeID,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.ImagingLatticeFreezeTime
353,353,2025/06/20 11:50:43,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0024,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,43.0,0.03,0.02
354,354,2025/06/20 11:51:00,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0024,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,44.0,0.03,0.02
355,355,2025/06/20 11:51:16,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0024,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,45.0,0.03,0.02
356,356,2025/06/20 11:51:33,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0024,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,46.0,0.03,0.02
357,357,2025/06/20 11:51:50,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0024,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,47.0,0.03,0.02
358,358,2025/06/20 11:52:07,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0024,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,48.0,0.03,0.02
359,359,2025/06/20 11:52:24,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0024,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,49.0,0.03,0.02
360,360,2025/06/20 11:52:40,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,300000000.0,0.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,50.0,0.03,0.02
361,361,2025/06/20 11:52:57,9.999999999999999e-06,610.0,0.1634945,0.029,200.0,1088300000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,1010900000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,766000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,83506780.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,605500000.0,0.78,93.0,0.04,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,51.0,0.03,0.02
362,362,2025/06/20 11:53:15,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,52.0,0.03,0.02
363,363,2025/06/20 11:53:32,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,53.0,0.03,0.02
364,364,2025/06/20 11:53:49,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,54.0,0.03,0.02
365,365,2025/06/20 11:54:05,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,55.0,0.03,0.02
366,366,2025/06/20 11:54:22,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,56.0,0.03,0.02
367,367,2025/06/20 11:54:39,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,57.0,0.03,0.02
368,368,2025/06/20 11:54:56,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,58.0,0.03,0.02
369,369,2025/06/20 11:55:14,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0025,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,59.0,0.03,0.02
370,370,2025/06/20 11:55:31,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,730000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,0.0001,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,1,10.0,0.0,1.5,0.1,300000000.0,0.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,1e-05,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,60.0,0.03,0.02
371,371,2025/06/20 11:55:48,9.999999999999999e-06,610.0,0.1634945,0.029,200.0,1088300000.0,0.975,730000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,0.0001,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,1010900000.0,0.0,0.0,1,10.0,0.0,1.5,0.1,766000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,83506780.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,605500000.0,0.78,93.0,0.04,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,1e-05,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,61.0,0.03,0.02
372,372,2025/06/20 11:56:04,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,300000000.0,0.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,0.0,0.03,0.02
373,373,2025/06/20 11:56:21,9.999999999999999e-06,610.0,0.1634945,0.029,200.0,1088300000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,1010900000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,766000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,83506780.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,605500000.0,0.78,93.0,0.04,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,1.0,0.03,0.02
374,374,2025/06/20 11:56:38,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,2.0,0.03,0.02
375,375,2025/06/20 11:56:55,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,3.0,0.03,0.02
376,376,2025/06/20 11:57:12,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,4.0,0.03,0.02
377,377,2025/06/20 11:57:29,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,5.0,0.03,0.02
378,378,2025/06/20 11:57:46,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,6.0,0.03,0.02
379,379,2025/06/20 11:58:04,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,7.0,0.03,0.02
380,380,2025/06/20 11:58:21,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,8.0,0.03,0.02
381,381,2025/06/20 11:58:38,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,9.0,0.03,0.02
382,382,2025/06/20 11:58:55,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,300000000.0,0.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,10.0,0.03,0.02
