shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,LocalVariables.ScanID4,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID,LocalVariables.XbarFrequency,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,LocalVariables.ShotTypeID,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.isUnloadReloadBI,LocalVariables.DMDID2,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,LocalVariables.ImagingBlowOutID
57,57,2025/03/21 16:20:39,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
58,58,2025/03/21 16:20:58,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
59,59,2025/03/21 16:21:16,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
60,60,2025/03/21 16:21:35,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,6.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
61,61,2025/03/21 16:21:53,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,7.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
62,62,2025/03/21 16:22:12,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,8.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
63,63,2025/03/21 16:22:30,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,0.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,0.0
64,64,2025/03/21 16:22:49,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,1.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
65,65,2025/03/21 16:23:08,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,2.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
66,66,2025/03/21 16:23:26,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
67,67,2025/03/21 16:23:45,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
68,68,2025/03/21 16:24:04,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
69,69,2025/03/21 16:24:22,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,6.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
70,70,2025/03/21 16:24:41,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,7.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
71,71,2025/03/21 16:24:59,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,8.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
72,72,2025/03/21 16:25:18,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,0.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,0.0
73,73,2025/03/21 16:25:36,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,1.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
74,74,2025/03/21 16:25:55,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,2.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
75,75,2025/03/21 16:26:14,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
76,76,2025/03/21 16:26:33,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
77,77,2025/03/21 16:26:51,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
78,78,2025/03/21 16:27:10,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,6.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
79,79,2025/03/21 16:27:28,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,7.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
80,80,2025/03/21 16:27:47,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,8.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
81,81,2025/03/21 16:28:06,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,0.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,0.0
82,82,2025/03/21 16:28:24,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,1.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
83,83,2025/03/21 16:28:43,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,2.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
84,84,2025/03/21 16:29:02,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
85,85,2025/03/21 16:29:21,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
86,86,2025/03/21 16:29:39,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
87,87,2025/03/21 16:29:58,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,6.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
88,88,2025/03/21 16:30:17,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,7.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
89,89,2025/03/21 16:30:35,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,8.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
90,90,2025/03/21 16:30:54,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,0.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,0.0
91,91,2025/03/21 16:31:13,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,1.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
92,92,2025/03/21 16:31:31,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,2.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
93,93,2025/03/21 16:31:50,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
94,94,2025/03/21 16:32:09,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
95,95,2025/03/21 16:32:28,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
96,96,2025/03/21 16:32:47,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,6.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
97,97,2025/03/21 16:33:05,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,7.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
98,98,2025/03/21 16:33:24,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,8.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
99,99,2025/03/21 16:33:42,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,0.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,0.0
100,100,2025/03/21 16:34:01,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,1.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
101,101,2025/03/21 16:34:19,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,2.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
102,102,2025/03/21 16:34:38,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
103,103,2025/03/21 16:34:56,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
104,104,2025/03/21 16:35:15,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
105,105,2025/03/21 16:35:34,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,6.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
106,106,2025/03/21 16:35:52,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,7.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
107,107,2025/03/21 16:36:10,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,8.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
108,108,2025/03/21 16:36:28,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,0.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,0.0
109,109,2025/03/21 16:36:46,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,1.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
110,110,2025/03/21 16:37:04,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,2.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
111,111,2025/03/21 16:37:23,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
112,112,2025/03/21 16:37:41,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
113,113,2025/03/21 16:37:59,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
114,114,2025/03/21 16:38:17,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,6.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
115,115,2025/03/21 16:38:35,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,7.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
116,116,2025/03/21 16:38:53,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,8.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
117,117,2025/03/21 16:39:12,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,0.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,0.0
118,118,2025/03/21 16:39:30,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,1.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
119,119,2025/03/21 16:39:48,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,2.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
120,120,2025/03/21 16:40:06,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
121,121,2025/03/21 16:40:24,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
122,122,2025/03/21 16:40:42,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
123,123,2025/03/21 16:41:00,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,6.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
124,124,2025/03/21 16:41:19,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,7.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
125,125,2025/03/21 16:41:37,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,8.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
126,126,2025/03/21 16:41:55,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,0.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,0.0
127,127,2025/03/21 16:42:13,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,1.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
128,128,2025/03/21 16:42:31,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,2.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
129,129,2025/03/21 16:42:49,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,3.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
130,130,2025/03/21 16:43:07,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,4.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,1.0
131,131,2025/03/21 16:43:26,0.0,0.0,14.0,14.0,28.0,10.0,100.0,b'250316_dmd0_iterative_compensation_pinning.pkl',7.26,5.0,0.0,773.0,228.2,22.0,93.0,2.0,18.0,0.0,35.0,5.0,163.4945,100.0,0.975,0,0.0,30.0,10.0,200.0,1.0,30.0,12.0,174.746,590.0,2.0
