shot_idx,shot_serial,shot_start_time,LocalVariables.XbarFrequency,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,LocalVariables.ShotTypeID,GlobalLatticeVariables2.LoadWithDmd1InitialPower,LocalVariables.DMDID2,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,LocalVariables.ScanID4,LocalVariables.DMDID,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.SecondDMD1RampPower,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.UnloadLatticeDMD1Power
180,180,2025/03/24 20:40:50,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
181,181,2025/03/24 20:41:09,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
182,182,2025/03/24 20:41:28,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
183,183,2025/03/24 20:41:47,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,3.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
184,184,2025/03/24 20:42:06,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,4.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
185,185,2025/03/24 20:42:25,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,5.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
186,186,2025/03/24 20:42:44,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,6.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
187,187,2025/03/24 20:43:03,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,7.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
188,188,2025/03/24 20:43:22,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,8.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
189,189,2025/03/24 20:43:41,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
190,190,2025/03/24 20:43:59,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
191,191,2025/03/24 20:44:19,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
192,192,2025/03/24 20:44:38,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,3.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
193,193,2025/03/24 20:44:57,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,4.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
194,194,2025/03/24 20:45:16,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,5.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
195,195,2025/03/24 20:45:35,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,6.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
196,196,2025/03/24 20:45:54,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,7.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
197,197,2025/03/24 20:46:13,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,8.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
198,198,2025/03/24 20:46:32,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
199,199,2025/03/24 20:46:50,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
200,200,2025/03/24 20:47:09,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
201,201,2025/03/24 20:47:28,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,3.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
202,202,2025/03/24 20:47:47,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,4.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
203,203,2025/03/24 20:48:06,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,5.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
204,204,2025/03/24 20:48:25,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,6.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
205,205,2025/03/24 20:48:43,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,7.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
206,206,2025/03/24 20:49:02,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,8.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
207,207,2025/03/24 20:49:21,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
208,208,2025/03/24 20:49:40,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
209,209,2025/03/24 20:49:59,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
210,210,2025/03/24 20:50:17,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,3.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
211,211,2025/03/24 20:50:36,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,4.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
212,212,2025/03/24 20:50:55,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,5.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
213,213,2025/03/24 20:51:14,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,6.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
214,214,2025/03/24 20:51:32,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,7.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
215,215,2025/03/24 20:51:51,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,8.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
216,216,2025/03/24 20:52:10,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
217,217,2025/03/24 20:52:29,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
218,218,2025/03/24 20:52:47,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
219,219,2025/03/24 20:53:06,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,3.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
220,220,2025/03/24 20:53:24,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,4.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
221,221,2025/03/24 20:53:43,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,5.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
222,222,2025/03/24 20:54:01,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,6.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
223,223,2025/03/24 20:54:20,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,7.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
224,224,2025/03/24 20:54:39,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,8.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
225,225,2025/03/24 20:54:58,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
226,226,2025/03/24 20:55:17,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
227,227,2025/03/24 20:55:35,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
228,228,2025/03/24 20:55:54,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,3.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
229,229,2025/03/24 20:56:13,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,4.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
230,230,2025/03/24 20:56:31,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,5.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
231,231,2025/03/24 20:56:50,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,6.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
232,232,2025/03/24 20:57:09,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,7.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
233,233,2025/03/24 20:57:28,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,8.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
234,234,2025/03/24 20:57:46,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
235,235,2025/03/24 20:58:05,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
236,236,2025/03/24 20:58:24,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
237,237,2025/03/24 20:58:42,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,3.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
238,238,2025/03/24 20:59:00,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,4.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
239,239,2025/03/24 20:59:19,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,5.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
240,240,2025/03/24 20:59:38,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,6.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
241,241,2025/03/24 20:59:57,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,7.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
242,242,2025/03/24 21:00:16,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,8.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
243,243,2025/03/24 21:00:35,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
244,244,2025/03/24 21:00:54,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
245,245,2025/03/24 21:01:12,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
246,246,2025/03/24 21:01:30,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,3.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
247,247,2025/03/24 21:01:50,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,4.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
248,248,2025/03/24 21:02:09,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,5.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
249,249,2025/03/24 21:02:27,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,6.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
250,250,2025/03/24 21:02:46,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,7.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
251,251,2025/03/24 21:03:05,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,8.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
252,252,2025/03/24 21:03:23,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,0.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,0.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
253,253,2025/03/24 21:03:42,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,1.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,2.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
254,254,2025/03/24 21:04:01,773.0,0.975,100.0,30.0,14.0,0.0,0,18.0,163.4945,2.6,30.0,2.0,12.0,0.0,174.746,0.0,0.0,10.0,200.0,100.0,28.0,35.0,93.0,5.0,10.0,1.0,8.64,590.0,1.0,22.0,0.0,228.2,b'250316_dmd0_iterative_compensation_pinning.pkl',14.0
