shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.ImagingBlowOutID
0,0,2025/06/13 00:17:50,0.0018000000000000002,0.0
1,1,2025/06/13 00:18:06,0.0018000000000000002,2.0
2,2,2025/06/13 00:18:23,0.0018000000000000002,1.0
3,3,2025/06/13 00:18:41,0.0018000000000000002,2.0
4,4,2025/06/13 00:18:58,0.0018000000000000002,1.0
5,5,2025/06/13 00:19:16,0.0018000000000000002,2.0
6,6,2025/06/13 00:19:33,0.0018000000000000002,1.0
7,7,2025/06/13 00:19:50,0.0018000000000000002,2.0
8,8,2025/06/13 00:20:07,0.0018000000000000002,1.0
9,9,2025/06/13 00:20:24,0.002,0.0
10,10,2025/06/13 00:20:41,0.002,1.0
11,11,2025/06/13 00:20:58,0.002,2.0
12,12,2025/06/13 00:21:15,0.002,1.0
13,13,2025/06/13 00:21:32,0.002,2.0
14,14,2025/06/13 00:21:49,0.002,1.0
15,15,2025/06/13 00:22:07,0.002,2.0
16,16,2025/06/13 00:22:24,0.002,1.0
17,17,2025/06/13 00:22:41,0.002,2.0
18,18,2025/06/13 00:22:58,0.0022,0.0
19,19,2025/06/13 00:23:15,0.0022,2.0
20,20,2025/06/13 00:23:32,0.0022,1.0
21,21,2025/06/13 00:23:49,0.0022,2.0
22,22,2025/06/13 00:24:06,0.0022,1.0
23,23,2025/06/13 00:24:23,0.0022,2.0
24,24,2025/06/13 00:24:40,0.0022,1.0
25,25,2025/06/13 00:24:57,0.0022,2.0
26,26,2025/06/13 00:25:14,0.0022,1.0
27,27,2025/06/13 00:25:31,0.0024,0.0
28,28,2025/06/13 00:25:48,0.0024,1.0
29,29,2025/06/13 00:26:05,0.0024,2.0
30,30,2025/06/13 00:26:23,0.0024,1.0
31,31,2025/06/13 00:26:40,0.0024,2.0
32,32,2025/06/13 00:26:57,0.0024,1.0
33,33,2025/06/13 00:27:14,0.0024,2.0
34,34,2025/06/13 00:27:31,0.0024,1.0
35,35,2025/06/13 00:27:48,0.0024,2.0
36,36,2025/06/13 00:28:05,0.0026000000000000003,0.0
37,37,2025/06/13 00:28:22,0.0026000000000000003,2.0
38,38,2025/06/13 00:28:39,0.0026000000000000003,1.0
39,39,2025/06/13 00:28:57,0.0026000000000000003,2.0
40,40,2025/06/13 00:29:13,0.0026000000000000003,1.0
41,41,2025/06/13 00:29:30,0.0026000000000000003,2.0
42,42,2025/06/13 00:29:48,0.0026000000000000003,1.0
43,43,2025/06/13 00:30:05,0.0026000000000000003,2.0
44,44,2025/06/13 00:30:22,0.0026000000000000003,1.0
45,45,2025/06/13 00:30:39,0.0028,0.0
46,46,2025/06/13 00:30:57,0.0028,1.0
47,47,2025/06/13 00:31:14,0.0028,2.0
48,48,2025/06/13 00:31:31,0.0028,1.0
49,49,2025/06/13 00:31:48,0.0028,2.0
50,50,2025/06/13 00:32:05,0.0028,1.0
51,51,2025/06/13 00:32:22,0.0028,2.0
52,52,2025/06/13 00:32:39,0.0028,1.0
53,53,2025/06/13 00:32:56,0.0028,2.0
54,54,2025/06/13 00:33:13,0.0018000000000000002,0.0
55,55,2025/06/13 00:33:30,0.0018000000000000002,2.0
56,56,2025/06/13 00:33:47,0.0018000000000000002,1.0
57,57,2025/06/13 00:34:05,0.0018000000000000002,2.0
58,58,2025/06/13 00:34:22,0.0018000000000000002,1.0
59,59,2025/06/13 00:34:40,0.0018000000000000002,2.0
60,60,2025/06/13 00:34:57,0.0018000000000000002,1.0
61,61,2025/06/13 00:35:14,0.0018000000000000002,2.0
62,62,2025/06/13 00:35:31,0.0018000000000000002,1.0
63,63,2025/06/13 00:35:48,0.002,0.0
64,64,2025/06/13 00:36:05,0.002,1.0
65,65,2025/06/13 00:36:22,0.002,2.0
66,66,2025/06/13 00:36:40,0.002,1.0
67,67,2025/06/13 00:36:57,0.002,2.0
68,68,2025/06/13 00:37:14,0.002,1.0
69,69,2025/06/13 00:37:32,0.002,2.0
70,70,2025/06/13 00:37:49,0.002,1.0
71,71,2025/06/13 00:38:06,0.002,2.0
72,72,2025/06/13 00:38:23,0.0022,0.0
73,73,2025/06/13 00:38:40,0.0022,2.0
74,74,2025/06/13 00:38:57,0.0022,1.0
75,75,2025/06/13 00:39:14,0.0022,2.0
76,76,2025/06/13 00:39:31,0.0022,1.0
77,77,2025/06/13 00:39:48,0.0022,2.0
78,78,2025/06/13 00:40:05,0.0022,1.0
79,79,2025/06/13 00:40:22,0.0022,2.0
80,80,2025/06/13 00:40:39,0.0022,1.0
81,81,2025/06/13 00:40:56,0.0024,0.0
82,82,2025/06/13 00:41:13,0.0024,1.0
83,83,2025/06/13 00:41:30,0.0024,2.0
84,84,2025/06/13 00:41:47,0.0024,1.0
85,85,2025/06/13 00:42:04,0.0024,2.0
86,86,2025/06/13 00:42:21,0.0024,1.0
87,87,2025/06/13 00:42:38,0.0024,2.0
88,88,2025/06/13 00:42:55,0.0024,1.0
89,89,2025/06/13 00:43:12,0.0024,2.0
90,90,2025/06/13 00:43:30,0.0026000000000000003,0.0
91,91,2025/06/13 00:43:47,0.0026000000000000003,2.0
92,92,2025/06/13 00:44:04,0.0026000000000000003,1.0
93,93,2025/06/13 00:44:21,0.0026000000000000003,2.0
94,94,2025/06/13 00:44:38,0.0026000000000000003,1.0
95,95,2025/06/13 00:44:56,0.0026000000000000003,2.0
96,96,2025/06/13 00:45:12,0.0026000000000000003,1.0
97,97,2025/06/13 00:45:30,0.0026000000000000003,2.0
98,98,2025/06/13 00:45:47,0.0026000000000000003,1.0
99,99,2025/06/13 00:46:04,0.0028,0.0
100,100,2025/06/13 00:46:21,0.0028,1.0
101,101,2025/06/13 00:46:38,0.0028,2.0
102,102,2025/06/13 00:46:55,0.0028,1.0
103,103,2025/06/13 00:47:12,0.0028,2.0
104,104,2025/06/13 00:47:29,0.0028,1.0
105,105,2025/06/13 00:47:47,0.0028,2.0
106,106,2025/06/13 00:48:04,0.0028,1.0
107,107,2025/06/13 00:48:21,0.0028,2.0
108,108,2025/06/13 00:48:38,0.0018000000000000002,0.0
109,109,2025/06/13 00:48:55,0.0018000000000000002,2.0
110,110,2025/06/13 00:49:13,0.0018000000000000002,1.0
111,111,2025/06/13 00:49:30,0.0018000000000000002,2.0
112,112,2025/06/13 00:49:47,0.0018000000000000002,1.0
113,113,2025/06/13 00:50:04,0.0018000000000000002,2.0
114,114,2025/06/13 00:50:21,0.0018000000000000002,1.0
115,115,2025/06/13 00:50:38,0.0018000000000000002,2.0
116,116,2025/06/13 00:50:55,0.0018000000000000002,1.0
117,117,2025/06/13 00:51:12,0.002,0.0
118,118,2025/06/13 00:51:29,0.002,1.0
119,119,2025/06/13 00:51:46,0.002,2.0
120,120,2025/06/13 00:52:03,0.002,1.0
121,121,2025/06/13 00:52:20,0.002,2.0
122,122,2025/06/13 00:52:37,0.002,1.0
123,123,2025/06/13 00:52:53,0.002,2.0
124,124,2025/06/13 00:53:10,0.002,1.0
125,125,2025/06/13 00:53:27,0.002,2.0
126,126,2025/06/13 00:53:44,0.0022,0.0
127,127,2025/06/13 00:54:01,0.0022,2.0
128,128,2025/06/13 00:54:18,0.0022,1.0
129,129,2025/06/13 00:54:35,0.0022,2.0
130,130,2025/06/13 00:54:52,0.0022,1.0
131,131,2025/06/13 00:55:09,0.0022,2.0
132,132,2025/06/13 00:55:26,0.0022,1.0
133,133,2025/06/13 00:55:43,0.0022,2.0
134,134,2025/06/13 00:56:00,0.0022,1.0
135,135,2025/06/13 00:56:17,0.0024,0.0
136,136,2025/06/13 00:56:34,0.0024,1.0
137,137,2025/06/13 00:56:51,0.0024,2.0
138,138,2025/06/13 00:57:07,0.0024,1.0
139,139,2025/06/13 00:57:24,0.0024,2.0
140,140,2025/06/13 00:57:41,0.0024,1.0
141,141,2025/06/13 00:57:58,0.0024,2.0
142,142,2025/06/13 00:58:15,0.0024,1.0
143,143,2025/06/13 00:58:32,0.0024,2.0
144,144,2025/06/13 00:58:49,0.0026000000000000003,0.0
145,145,2025/06/13 00:59:06,0.0026000000000000003,2.0
146,146,2025/06/13 00:59:23,0.0026000000000000003,1.0
147,147,2025/06/13 00:59:40,0.0026000000000000003,2.0
148,148,2025/06/13 00:59:57,0.0026000000000000003,1.0
149,149,2025/06/13 01:00:14,0.0026000000000000003,2.0
150,150,2025/06/13 01:00:31,0.0026000000000000003,1.0
151,151,2025/06/13 01:00:47,0.0026000000000000003,2.0
152,152,2025/06/13 01:01:04,0.0026000000000000003,1.0
153,153,2025/06/13 01:01:21,0.0028,0.0
154,154,2025/06/13 01:01:38,0.0028,1.0
155,155,2025/06/13 01:01:55,0.0028,2.0
156,156,2025/06/13 01:02:12,0.0028,1.0
157,157,2025/06/13 01:02:29,0.0028,2.0
158,158,2025/06/13 01:02:46,0.0028,1.0
159,159,2025/06/13 01:03:03,0.0028,2.0
160,160,2025/06/13 01:03:20,0.0028,1.0
161,161,2025/06/13 01:03:37,0.0028,2.0
162,162,2025/06/13 01:03:54,0.0018000000000000002,0.0
163,163,2025/06/13 01:04:11,0.0018000000000000002,2.0
164,164,2025/06/13 01:04:28,0.0018000000000000002,1.0
165,165,2025/06/13 01:04:45,0.0018000000000000002,2.0
166,166,2025/06/13 01:05:02,0.0018000000000000002,1.0
167,167,2025/06/13 01:05:19,0.0018000000000000002,2.0
168,168,2025/06/13 01:05:36,0.0018000000000000002,1.0
169,169,2025/06/13 01:05:53,0.0018000000000000002,2.0
170,170,2025/06/13 01:06:10,0.0018000000000000002,1.0
171,171,2025/06/13 01:06:26,0.002,0.0
172,172,2025/06/13 01:06:43,0.002,1.0
173,173,2025/06/13 01:07:00,0.002,2.0
174,174,2025/06/13 01:07:17,0.002,1.0
175,175,2025/06/13 01:07:34,0.002,2.0
176,176,2025/06/13 01:07:51,0.002,1.0
177,177,2025/06/13 01:08:08,0.002,2.0
178,178,2025/06/13 01:08:25,0.002,1.0
179,179,2025/06/13 01:08:42,0.002,2.0
180,180,2025/06/13 01:08:59,0.0022,0.0
