shot_idx,shot_serial,shot_start_time,LocalVariables.XbarFrequency,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,LocalVariables.DMDID2,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,LocalVariables.ScanID4,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,LocalVariables.ShotTypeID,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.DMDID,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power
59,59,2025/03/22 18:50:54,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
60,60,2025/03/22 18:51:13,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
61,61,2025/03/22 18:51:32,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
62,62,2025/03/22 18:51:51,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,8.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
63,63,2025/03/22 18:52:10,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,0.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,0.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
64,64,2025/03/22 18:52:29,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,1.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
65,65,2025/03/22 18:52:47,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,2.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
66,66,2025/03/22 18:53:06,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,3.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
67,67,2025/03/22 18:53:25,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,4.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
68,68,2025/03/22 18:53:44,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
69,69,2025/03/22 18:54:02,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
70,70,2025/03/22 18:54:21,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
71,71,2025/03/22 18:54:40,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,8.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
72,72,2025/03/22 18:54:59,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,0.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,0.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
73,73,2025/03/22 18:55:18,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,1.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
74,74,2025/03/22 18:55:37,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,2.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
75,75,2025/03/22 18:55:56,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,3.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
76,76,2025/03/22 18:56:15,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,4.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
77,77,2025/03/22 18:56:34,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
78,78,2025/03/22 18:56:52,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
79,79,2025/03/22 18:57:11,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
80,80,2025/03/22 18:57:30,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,8.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
81,81,2025/03/22 18:57:49,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,0.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,0.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
82,82,2025/03/22 18:58:08,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,1.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
83,83,2025/03/22 18:58:27,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,2.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
84,84,2025/03/22 18:58:45,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,3.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
85,85,2025/03/22 18:59:04,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,4.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
86,86,2025/03/22 18:59:23,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
87,87,2025/03/22 18:59:42,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
88,88,2025/03/22 19:00:01,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
89,89,2025/03/22 19:00:20,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,8.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
90,90,2025/03/22 19:00:39,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,0.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,0.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
91,91,2025/03/22 19:00:58,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,1.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
92,92,2025/03/22 19:01:17,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,2.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
93,93,2025/03/22 19:01:35,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,3.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
94,94,2025/03/22 19:01:54,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,4.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
95,95,2025/03/22 19:02:13,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
96,96,2025/03/22 19:02:32,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
97,97,2025/03/22 19:02:51,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
98,98,2025/03/22 19:03:09,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,8.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
99,99,2025/03/22 19:03:28,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,0.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,0.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
100,100,2025/03/22 19:03:47,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,1.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
101,101,2025/03/22 19:04:06,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,2.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
102,102,2025/03/22 19:04:25,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,3.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
103,103,2025/03/22 19:04:44,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,4.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
104,104,2025/03/22 19:05:03,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
105,105,2025/03/22 19:05:22,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
106,106,2025/03/22 19:05:41,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
107,107,2025/03/22 19:05:59,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,8.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
108,108,2025/03/22 19:06:19,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,0.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,0.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
109,109,2025/03/22 19:06:38,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,1.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
110,110,2025/03/22 19:06:56,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,2.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
111,111,2025/03/22 19:07:15,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,3.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
112,112,2025/03/22 19:07:34,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,4.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
113,113,2025/03/22 19:07:53,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
114,114,2025/03/22 19:08:12,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
115,115,2025/03/22 19:08:31,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
116,116,2025/03/22 19:08:50,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,8.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
117,117,2025/03/22 19:09:08,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,0.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,0.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
118,118,2025/03/22 19:09:27,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,1.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
119,119,2025/03/22 19:09:46,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,2.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
120,120,2025/03/22 19:10:05,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,3.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
121,121,2025/03/22 19:10:23,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,4.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
122,122,2025/03/22 19:10:42,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
123,123,2025/03/22 19:11:01,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
124,124,2025/03/22 19:11:20,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
125,125,2025/03/22 19:11:39,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,8.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
126,126,2025/03/22 19:11:58,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,0.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,0.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
127,127,2025/03/22 19:12:16,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,1.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
128,128,2025/03/22 19:12:35,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,2.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
129,129,2025/03/22 19:12:54,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,3.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
130,130,2025/03/22 19:13:12,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,4.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
131,131,2025/03/22 19:13:32,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,5.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
132,132,2025/03/22 19:13:51,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,6.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,1.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
133,133,2025/03/22 19:14:09,773.0,10.0,93.0,0.0,228.2,0.975,200.0,163.4945,0.0,30.0,18.0,2.0,22.0,5.0,35.0,0.0,590.0,7.0,10.0,1.0,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',100.0,2.0,7.26,12.0,100.0,0,14.0,174.746,30.0,20.0,0.0,14.0
