shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.ImagingBlowOutID
0,0,2025/06/10 18:29:02,0.002,0.0
1,1,2025/06/10 18:29:18,0.002,2.0
2,2,2025/06/10 18:29:36,0.002,1.0
3,3,2025/06/10 18:29:52,0.002,2.0
4,4,2025/06/10 18:30:10,0.002,1.0
5,5,2025/06/10 18:30:29,0.002,2.0
6,6,2025/06/10 18:30:45,0.002,1.0
7,7,2025/06/10 18:31:03,0.002,2.0
8,8,2025/06/10 18:31:19,0.002,1.0
9,9,2025/06/10 18:31:35,0.002,0.0
10,10,2025/06/10 18:31:52,0.002,2.0
11,11,2025/06/10 18:32:08,0.002,1.0
12,12,2025/06/10 18:32:24,0.002,2.0
13,13,2025/06/10 18:32:40,0.002,1.0
14,14,2025/06/10 18:32:58,0.002,2.0
15,15,2025/06/10 18:33:15,0.002,1.0
16,16,2025/06/10 18:33:32,0.002,2.0
17,17,2025/06/10 18:33:49,0.002,1.0
18,18,2025/06/10 18:34:06,0.002,0.0
19,19,2025/06/10 18:34:22,0.002,2.0
20,20,2025/06/10 18:34:39,0.002,1.0
21,21,2025/06/10 18:34:56,0.002,2.0
22,22,2025/06/10 18:35:12,0.002,1.0
23,23,2025/06/10 18:35:29,0.002,2.0
24,24,2025/06/10 18:35:46,0.002,1.0
25,25,2025/06/10 18:36:03,0.002,2.0
26,26,2025/06/10 18:36:20,0.002,1.0
27,27,2025/06/10 18:36:38,0.002,0.0
28,28,2025/06/10 18:36:55,0.002,2.0
29,29,2025/06/10 18:37:12,0.002,1.0
30,30,2025/06/10 18:37:29,0.002,2.0
31,31,2025/06/10 18:37:46,0.002,1.0
32,32,2025/06/10 18:38:02,0.002,2.0
33,33,2025/06/10 18:38:18,0.002,1.0
34,34,2025/06/10 18:38:35,0.002,2.0
35,35,2025/06/10 18:38:52,0.002,1.0
36,36,2025/06/10 18:39:09,0.002,0.0
37,37,2025/06/10 18:39:25,0.002,2.0
38,38,2025/06/10 18:39:43,0.002,1.0
39,39,2025/06/10 18:40:00,0.002,2.0
40,40,2025/06/10 18:40:17,0.002,1.0
41,41,2025/06/10 18:40:34,0.002,2.0
42,42,2025/06/10 18:40:50,0.002,1.0
43,43,2025/06/10 18:41:06,0.002,2.0
44,44,2025/06/10 18:41:23,0.002,1.0
45,45,2025/06/10 18:41:39,0.002,0.0
46,46,2025/06/10 18:41:56,0.002,2.0
47,47,2025/06/10 18:42:12,0.002,1.0
48,48,2025/06/10 18:42:29,0.002,2.0
49,49,2025/06/10 18:42:46,0.002,1.0
50,50,2025/06/10 18:43:03,0.002,2.0
51,51,2025/06/10 18:43:19,0.002,1.0
52,52,2025/06/10 18:43:37,0.002,2.0
53,53,2025/06/10 18:43:54,0.002,1.0
54,54,2025/06/10 18:44:11,0.002,0.0
55,55,2025/06/10 18:44:28,0.002,2.0
56,56,2025/06/10 18:44:45,0.002,1.0
57,57,2025/06/10 18:45:02,0.002,2.0
58,58,2025/06/10 18:45:19,0.002,1.0
59,59,2025/06/10 18:45:36,0.002,2.0
60,60,2025/06/10 18:45:53,0.002,1.0
61,61,2025/06/10 18:46:10,0.002,2.0
62,62,2025/06/10 18:46:27,0.002,1.0
63,63,2025/06/10 18:46:44,0.002,0.0
64,64,2025/06/10 18:47:01,0.002,2.0
65,65,2025/06/10 18:47:18,0.002,1.0
66,66,2025/06/10 18:47:35,0.002,2.0
67,67,2025/06/10 18:47:52,0.002,1.0
68,68,2025/06/10 18:48:09,0.002,2.0
69,69,2025/06/10 18:48:26,0.002,1.0
70,70,2025/06/10 18:48:43,0.002,2.0
71,71,2025/06/10 18:49:00,0.002,1.0
72,72,2025/06/10 18:49:17,0.002,0.0
73,73,2025/06/10 18:49:34,0.002,2.0
74,74,2025/06/10 18:49:51,0.002,1.0
75,75,2025/06/10 18:50:08,0.002,2.0
76,76,2025/06/10 18:50:25,0.002,1.0
77,77,2025/06/10 18:50:43,0.002,2.0
78,78,2025/06/10 18:51:00,0.002,1.0
79,79,2025/06/10 18:51:17,0.002,2.0
80,80,2025/06/10 18:51:35,0.002,1.0
81,81,2025/06/10 18:51:52,0.002,0.0
82,82,2025/06/10 18:52:09,0.002,2.0
83,83,2025/06/10 18:52:26,0.002,1.0
84,84,2025/06/10 18:52:43,0.002,2.0
85,85,2025/06/10 18:53:00,0.002,1.0
86,86,2025/06/10 18:53:17,0.002,2.0
87,87,2025/06/10 18:53:33,0.002,1.0
88,88,2025/06/10 18:53:51,0.002,2.0
89,89,2025/06/10 18:54:08,0.002,1.0
90,90,2025/06/10 18:54:25,0.002,0.0
91,91,2025/06/10 18:54:42,0.002,2.0
92,92,2025/06/10 18:54:59,0.002,1.0
93,93,2025/06/10 18:55:15,0.002,2.0
94,94,2025/06/10 18:55:32,0.002,1.0
95,95,2025/06/10 18:55:49,0.002,2.0
96,96,2025/06/10 18:56:07,0.002,1.0
97,97,2025/06/10 18:56:24,0.002,2.0
98,98,2025/06/10 18:56:41,0.002,1.0
99,99,2025/06/10 18:56:58,0.002,0.0
100,100,2025/06/10 18:57:15,0.002,2.0
101,101,2025/06/10 18:57:32,0.002,1.0
102,102,2025/06/10 18:57:49,0.002,2.0
103,103,2025/06/10 18:58:06,0.002,1.0
104,104,2025/06/10 18:58:23,0.002,2.0
105,105,2025/06/10 18:58:40,0.002,1.0
106,106,2025/06/10 18:58:56,0.002,2.0
107,107,2025/06/10 18:59:13,0.002,1.0
108,108,2025/06/10 18:59:30,0.002,0.0
109,109,2025/06/10 18:59:47,0.002,2.0
110,110,2025/06/10 19:00:05,0.002,1.0
111,111,2025/06/10 19:00:22,0.002,2.0
112,112,2025/06/10 19:00:39,0.002,1.0
113,113,2025/06/10 19:00:57,0.002,2.0
114,114,2025/06/10 19:01:14,0.002,1.0
115,115,2025/06/10 19:01:32,0.002,2.0
116,116,2025/06/10 19:01:48,0.002,1.0
117,117,2025/06/10 19:02:05,0.002,0.0
118,118,2025/06/10 19:02:23,0.002,2.0
119,119,2025/06/10 19:02:41,0.002,1.0
120,120,2025/06/10 19:02:59,0.002,2.0
121,121,2025/06/10 19:03:17,0.002,1.0
122,122,2025/06/10 19:03:34,0.002,2.0
123,123,2025/06/10 19:03:52,0.002,1.0
124,124,2025/06/10 19:04:09,0.002,2.0
125,125,2025/06/10 19:04:25,0.002,1.0
126,126,2025/06/10 19:04:42,0.002,0.0
127,127,2025/06/10 19:04:59,0.002,2.0
128,128,2025/06/10 19:05:16,0.002,1.0
129,129,2025/06/10 19:05:34,0.002,2.0
130,130,2025/06/10 19:05:51,0.002,1.0
131,131,2025/06/10 19:06:07,0.002,2.0
132,132,2025/06/10 19:06:24,0.002,1.0
133,133,2025/06/10 19:06:41,0.002,2.0
134,134,2025/06/10 19:06:58,0.002,1.0
135,135,2025/06/10 19:07:16,0.002,0.0
136,136,2025/06/10 19:07:32,0.002,2.0
137,137,2025/06/10 19:07:49,0.002,1.0
138,138,2025/06/10 19:08:06,0.002,2.0
139,139,2025/06/10 19:08:23,0.002,1.0
140,140,2025/06/10 19:08:41,0.002,2.0
141,141,2025/06/10 19:08:58,0.002,1.0
142,142,2025/06/10 19:09:16,0.002,2.0
143,143,2025/06/10 19:09:33,0.002,1.0
144,144,2025/06/10 19:09:50,0.002,0.0
145,145,2025/06/10 19:10:07,0.002,2.0
146,146,2025/06/10 19:10:25,0.002,1.0
147,147,2025/06/10 19:10:43,0.002,2.0
148,148,2025/06/10 19:10:59,0.002,1.0
149,149,2025/06/10 19:11:16,0.002,2.0
150,150,2025/06/10 19:11:32,0.002,1.0
151,151,2025/06/10 19:11:51,0.002,2.0
152,152,2025/06/10 19:12:08,0.002,1.0
153,153,2025/06/10 19:12:25,0.002,0.0
154,154,2025/06/10 19:12:42,0.002,2.0
155,155,2025/06/10 19:12:59,0.002,1.0
156,156,2025/06/10 19:13:17,0.002,2.0
157,157,2025/06/10 19:13:35,0.002,1.0
158,158,2025/06/10 19:13:52,0.002,2.0
159,159,2025/06/10 19:14:08,0.002,1.0
160,160,2025/06/10 19:14:26,0.002,2.0
161,161,2025/06/10 19:14:43,0.002,1.0
162,162,2025/06/10 19:15:00,0.002,0.0
163,163,2025/06/10 19:15:17,0.002,2.0
164,164,2025/06/10 19:15:34,0.002,1.0
165,165,2025/06/10 19:15:50,0.002,2.0
166,166,2025/06/10 19:16:07,0.002,1.0
167,167,2025/06/10 19:16:23,0.002,2.0
168,168,2025/06/10 19:16:41,0.002,1.0
169,169,2025/06/10 19:16:57,0.002,2.0
170,170,2025/06/10 19:17:15,0.002,1.0
171,171,2025/06/10 19:17:32,0.002,0.0
172,172,2025/06/10 19:17:48,0.002,2.0
173,173,2025/06/10 19:18:05,0.002,1.0
