shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.DMDID,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.isUnloadReloadBI,LocalVariables.ShotTypeID,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.ScanID4,LocalVariables.XbarFrequency,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LatticeFreezeRampTime,LocalVariables.DMDID2,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower
53,53,2025/03/22 10:06:58,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
54,54,2025/03/22 10:07:16,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
55,55,2025/03/22 10:07:34,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
56,56,2025/03/22 10:07:53,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
57,57,2025/03/22 10:08:11,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
58,58,2025/03/22 10:08:29,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
59,59,2025/03/22 10:08:47,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
60,60,2025/03/22 10:09:05,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
61,61,2025/03/22 10:09:23,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
62,62,2025/03/22 10:09:41,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
63,63,2025/03/22 10:09:59,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
64,64,2025/03/22 10:10:17,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
65,65,2025/03/22 10:10:35,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
66,66,2025/03/22 10:10:53,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
67,67,2025/03/22 10:11:11,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
68,68,2025/03/22 10:11:29,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
69,69,2025/03/22 10:11:47,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
70,70,2025/03/22 10:12:05,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
71,71,2025/03/22 10:12:23,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
72,72,2025/03/22 10:12:41,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
73,73,2025/03/22 10:12:59,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
74,74,2025/03/22 10:13:18,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
75,75,2025/03/22 10:13:36,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
76,76,2025/03/22 10:13:54,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
77,77,2025/03/22 10:14:12,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
78,78,2025/03/22 10:14:30,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
79,79,2025/03/22 10:14:48,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
80,80,2025/03/22 10:15:06,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
81,81,2025/03/22 10:15:24,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
82,82,2025/03/22 10:15:42,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
83,83,2025/03/22 10:16:00,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
84,84,2025/03/22 10:16:18,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
85,85,2025/03/22 10:16:37,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
86,86,2025/03/22 10:16:56,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
87,87,2025/03/22 10:17:14,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
88,88,2025/03/22 10:17:33,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
89,89,2025/03/22 10:17:52,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
90,90,2025/03/22 10:18:11,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
91,91,2025/03/22 10:18:29,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
92,92,2025/03/22 10:18:48,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
93,93,2025/03/22 10:19:07,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
94,94,2025/03/22 10:19:25,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
95,95,2025/03/22 10:19:44,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
96,96,2025/03/22 10:20:02,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
97,97,2025/03/22 10:20:21,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
98,98,2025/03/22 10:20:40,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
99,99,2025/03/22 10:20:59,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
100,100,2025/03/22 10:21:18,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
101,101,2025/03/22 10:21:36,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
102,102,2025/03/22 10:21:55,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
103,103,2025/03/22 10:22:14,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
104,104,2025/03/22 10:22:32,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
105,105,2025/03/22 10:22:51,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
106,106,2025/03/22 10:23:10,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
107,107,2025/03/22 10:23:29,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
108,108,2025/03/22 10:23:47,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
109,109,2025/03/22 10:24:06,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
110,110,2025/03/22 10:24:25,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
111,111,2025/03/22 10:24:43,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
112,112,2025/03/22 10:25:02,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
113,113,2025/03/22 10:25:20,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
114,114,2025/03/22 10:25:39,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
115,115,2025/03/22 10:25:58,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
116,116,2025/03/22 10:26:16,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
117,117,2025/03/22 10:26:35,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
118,118,2025/03/22 10:26:54,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
119,119,2025/03/22 10:27:12,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
120,120,2025/03/22 10:27:31,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
121,121,2025/03/22 10:27:50,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
122,122,2025/03/22 10:28:09,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
123,123,2025/03/22 10:28:27,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
124,124,2025/03/22 10:28:46,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
125,125,2025/03/22 10:29:05,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
126,126,2025/03/22 10:29:24,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
127,127,2025/03/22 10:29:42,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
