shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,LocalVariables.ShotTypeID,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.DMDID2,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,LocalVariables.ScanID4
185,185,2025/03/21 11:37:42,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
186,186,2025/03/21 11:38:00,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
187,187,2025/03/21 11:38:18,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
188,188,2025/03/21 11:38:36,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
189,189,2025/03/21 11:38:54,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
190,190,2025/03/21 11:39:12,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
191,191,2025/03/21 11:39:30,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
192,192,2025/03/21 11:39:48,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
193,193,2025/03/21 11:40:06,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
194,194,2025/03/21 11:40:25,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
195,195,2025/03/21 11:40:43,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
196,196,2025/03/21 11:41:01,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
197,197,2025/03/21 11:41:19,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
198,198,2025/03/21 11:41:37,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
199,199,2025/03/21 11:41:55,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
200,200,2025/03/21 11:42:13,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
201,201,2025/03/21 11:42:31,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
202,202,2025/03/21 11:42:50,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
203,203,2025/03/21 11:43:08,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
204,204,2025/03/21 11:43:26,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
205,205,2025/03/21 11:43:44,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
206,206,2025/03/21 11:44:02,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
207,207,2025/03/21 11:44:20,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
208,208,2025/03/21 11:44:39,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
209,209,2025/03/21 11:44:57,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
210,210,2025/03/21 11:45:15,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
211,211,2025/03/21 11:45:33,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
212,212,2025/03/21 11:45:51,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
213,213,2025/03/21 11:46:09,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
214,214,2025/03/21 11:46:28,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
215,215,2025/03/21 11:46:46,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
216,216,2025/03/21 11:47:04,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
217,217,2025/03/21 11:47:22,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
218,218,2025/03/21 11:47:41,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
219,219,2025/03/21 11:47:59,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
220,220,2025/03/21 11:48:17,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
221,221,2025/03/21 11:48:35,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
222,222,2025/03/21 11:48:53,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
223,223,2025/03/21 11:49:11,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
224,224,2025/03/21 11:49:30,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
225,225,2025/03/21 11:49:48,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
226,226,2025/03/21 11:50:06,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
227,227,2025/03/21 11:50:24,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
228,228,2025/03/21 11:50:42,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
229,229,2025/03/21 11:51:00,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
230,230,2025/03/21 11:51:18,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
231,231,2025/03/21 11:51:37,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
232,232,2025/03/21 11:51:55,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
233,233,2025/03/21 11:52:13,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
234,234,2025/03/21 11:52:31,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
235,235,2025/03/21 11:52:49,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
236,236,2025/03/21 11:53:07,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
237,237,2025/03/21 11:53:26,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
238,238,2025/03/21 11:53:44,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
239,239,2025/03/21 11:54:02,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
240,240,2025/03/21 11:54:20,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
241,241,2025/03/21 11:54:39,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
242,242,2025/03/21 11:54:57,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
243,243,2025/03/21 11:55:15,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
244,244,2025/03/21 11:55:33,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
245,245,2025/03/21 11:55:51,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
246,246,2025/03/21 11:56:10,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
247,247,2025/03/21 11:56:28,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
248,248,2025/03/21 11:56:46,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
249,249,2025/03/21 11:57:04,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
250,250,2025/03/21 11:57:22,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
251,251,2025/03/21 11:57:41,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
252,252,2025/03/21 11:57:59,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
253,253,2025/03/21 11:58:17,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
254,254,2025/03/21 11:58:35,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
255,255,2025/03/21 11:58:53,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
256,256,2025/03/21 11:59:11,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
257,257,2025/03/21 11:59:29,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
258,258,2025/03/21 11:59:48,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
259,259,2025/03/21 12:00:06,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
