shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.ScanID4,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,LocalVariables.DMDID2,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.Dmd0SecondPatternFilename,LocalVariables.DMDID,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.XbarFrequency,LocalVariables.ShotTypeID,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime
312,312,2025/03/23 01:30:22,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
313,313,2025/03/23 01:30:41,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
314,314,2025/03/23 01:31:00,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
315,315,2025/03/23 01:31:19,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,0.0,30.0,2.0,773.0,0.0,0.0,5.0
316,316,2025/03/23 01:31:37,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,1.0,0.0,5.0
317,317,2025/03/23 01:31:56,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,2.0,0.0,5.0
318,318,2025/03/23 01:32:15,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,3.0,0.0,5.0
319,319,2025/03/23 01:32:33,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,4.0,0.0,5.0
320,320,2025/03/23 01:32:52,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,5.0,0.0,5.0
321,321,2025/03/23 01:33:10,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
322,322,2025/03/23 01:33:29,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
323,323,2025/03/23 01:33:47,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
324,324,2025/03/23 01:34:06,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,0.0,30.0,2.0,773.0,0.0,0.0,5.0
325,325,2025/03/23 01:34:24,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,1.0,0.0,5.0
326,326,2025/03/23 01:34:43,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,2.0,0.0,5.0
327,327,2025/03/23 01:35:02,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,3.0,0.0,5.0
328,328,2025/03/23 01:35:20,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,4.0,0.0,5.0
329,329,2025/03/23 01:35:39,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,5.0,0.0,5.0
330,330,2025/03/23 01:35:57,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
331,331,2025/03/23 01:36:16,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
332,332,2025/03/23 01:36:35,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
333,333,2025/03/23 01:36:53,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,0.0,30.0,2.0,773.0,0.0,0.0,5.0
334,334,2025/03/23 01:37:12,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,1.0,0.0,5.0
335,335,2025/03/23 01:37:30,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,2.0,0.0,5.0
336,336,2025/03/23 01:37:49,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,3.0,0.0,5.0
337,337,2025/03/23 01:38:07,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,4.0,0.0,5.0
338,338,2025/03/23 01:38:26,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,5.0,0.0,5.0
339,339,2025/03/23 01:38:44,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
340,340,2025/03/23 01:39:03,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
341,341,2025/03/23 01:39:21,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
342,342,2025/03/23 01:39:40,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,0.0,30.0,2.0,773.0,0.0,0.0,5.0
343,343,2025/03/23 01:39:59,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,1.0,0.0,5.0
344,344,2025/03/23 01:40:17,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,2.0,0.0,5.0
345,345,2025/03/23 01:40:36,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,3.0,0.0,5.0
346,346,2025/03/23 01:40:55,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,4.0,0.0,5.0
347,347,2025/03/23 01:41:13,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,5.0,0.0,5.0
348,348,2025/03/23 01:41:32,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
349,349,2025/03/23 01:41:50,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
350,350,2025/03/23 01:42:09,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
351,351,2025/03/23 01:42:27,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,0.0,30.0,2.0,773.0,0.0,0.0,5.0
352,352,2025/03/23 01:42:46,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,1.0,0.0,5.0
353,353,2025/03/23 01:43:04,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,2.0,0.0,5.0
354,354,2025/03/23 01:43:23,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,3.0,0.0,5.0
355,355,2025/03/23 01:43:42,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,4.0,0.0,5.0
356,356,2025/03/23 01:44:00,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,5.0,0.0,5.0
357,357,2025/03/23 01:44:19,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
358,358,2025/03/23 01:44:37,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
359,359,2025/03/23 01:44:56,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
360,360,2025/03/23 01:45:15,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,0.0,30.0,2.0,773.0,0.0,0.0,5.0
361,361,2025/03/23 01:45:33,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,1.0,0.0,5.0
362,362,2025/03/23 01:45:52,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,2.0,0.0,5.0
363,363,2025/03/23 01:46:11,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,3.0,0.0,5.0
364,364,2025/03/23 01:46:30,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,4.0,0.0,5.0
365,365,2025/03/23 01:46:49,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,5.0,0.0,5.0
366,366,2025/03/23 01:47:07,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
367,367,2025/03/23 01:47:26,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
368,368,2025/03/23 01:47:45,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
369,369,2025/03/23 01:48:04,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,0.0,30.0,2.0,773.0,0.0,0.0,5.0
370,370,2025/03/23 01:48:23,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,1.0,0.0,5.0
371,371,2025/03/23 01:48:42,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,2.0,0.0,5.0
372,372,2025/03/23 01:49:01,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,3.0,0.0,5.0
373,373,2025/03/23 01:49:20,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,4.0,0.0,5.0
374,374,2025/03/23 01:49:38,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,5.0,0.0,5.0
375,375,2025/03/23 01:49:57,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
376,376,2025/03/23 01:50:16,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
377,377,2025/03/23 01:50:34,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
378,378,2025/03/23 01:50:53,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,0.0,30.0,2.0,773.0,0.0,0.0,5.0
379,379,2025/03/23 01:51:11,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,1.0,0.0,5.0
380,380,2025/03/23 01:51:29,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,2.0,0.0,5.0
381,381,2025/03/23 01:51:48,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,3.0,0.0,5.0
382,382,2025/03/23 01:52:06,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,4.0,0.0,5.0
383,383,2025/03/23 01:52:25,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,5.0,0.0,5.0
384,384,2025/03/23 01:52:44,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,6.0,0.0,5.0
385,385,2025/03/23 01:53:02,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,2.0,30.0,2.0,773.0,7.0,0.0,5.0
386,386,2025/03/23 01:53:21,0.0,228.2,590.0,22.0,30.0,10.0,10.0,100.0,0.0,35.0,163.4945,0.0,8.64,18.0,0.975,200.0,1.0,14.0,100.0,0,14.0,12.0,93.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.0,28.0,174.746,1.0,30.0,2.0,773.0,8.0,0.0,5.0
