shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.ImagingBlowOutID
0,0,2025/06/12 18:56:47,0.0018000000000000002,0.0
1,1,2025/06/12 18:57:04,0.0018000000000000002,2.0
2,2,2025/06/12 18:57:22,0.0018000000000000002,1.0
3,3,2025/06/12 18:57:38,0.0018000000000000002,2.0
4,4,2025/06/12 18:57:56,0.0018000000000000002,1.0
5,5,2025/06/12 18:58:14,0.0018000000000000002,2.0
6,6,2025/06/12 18:58:31,0.0018000000000000002,1.0
7,7,2025/06/12 18:58:48,0.0018000000000000002,2.0
8,8,2025/06/12 18:59:05,0.0018000000000000002,1.0
9,9,2025/06/12 18:59:22,0.002,0.0
10,10,2025/06/12 18:59:39,0.002,1.0
11,11,2025/06/12 18:59:55,0.002,2.0
12,12,2025/06/12 19:00:12,0.002,1.0
13,13,2025/06/12 19:00:28,0.002,2.0
14,14,2025/06/12 19:00:46,0.002,1.0
15,15,2025/06/12 19:01:03,0.002,2.0
16,16,2025/06/12 19:01:20,0.002,1.0
17,17,2025/06/12 19:01:37,0.002,2.0
18,18,2025/06/12 19:01:54,0.0022,0.0
19,19,2025/06/12 19:02:11,0.0022,2.0
20,20,2025/06/12 19:02:27,0.0022,1.0
21,21,2025/06/12 19:02:44,0.0022,2.0
22,22,2025/06/12 19:03:02,0.0022,1.0
23,23,2025/06/12 19:03:19,0.0022,2.0
24,24,2025/06/12 19:03:35,0.0022,1.0
25,25,2025/06/12 19:03:52,0.0022,2.0
26,26,2025/06/12 19:04:10,0.0022,1.0
27,27,2025/06/12 19:04:26,0.0024,0.0
28,28,2025/06/12 19:04:43,0.0024,1.0
29,29,2025/06/12 19:05:00,0.0024,2.0
30,30,2025/06/12 19:05:17,0.0024,1.0
31,31,2025/06/12 19:05:34,0.0024,2.0
32,32,2025/06/12 19:05:51,0.0024,1.0
33,33,2025/06/12 19:06:09,0.0024,2.0
34,34,2025/06/12 19:06:26,0.0024,1.0
35,35,2025/06/12 19:06:42,0.0024,2.0
36,36,2025/06/12 19:07:00,0.0026000000000000003,0.0
37,37,2025/06/12 19:07:17,0.0026000000000000003,2.0
38,38,2025/06/12 19:07:34,0.0026000000000000003,1.0
39,39,2025/06/12 19:07:51,0.0026000000000000003,2.0
40,40,2025/06/12 19:08:08,0.0026000000000000003,1.0
41,41,2025/06/12 19:08:25,0.0026000000000000003,2.0
42,42,2025/06/12 19:08:42,0.0026000000000000003,1.0
43,43,2025/06/12 19:08:59,0.0026000000000000003,2.0
44,44,2025/06/12 19:09:16,0.0026000000000000003,1.0
45,45,2025/06/12 19:09:33,0.0028,0.0
46,46,2025/06/12 19:09:50,0.0028,1.0
47,47,2025/06/12 19:10:06,0.0028,2.0
48,48,2025/06/12 19:10:24,0.0028,1.0
49,49,2025/06/12 19:10:41,0.0028,2.0
50,50,2025/06/12 19:10:58,0.0028,1.0
51,51,2025/06/12 19:11:15,0.0028,2.0
52,52,2025/06/12 19:11:32,0.0028,1.0
53,53,2025/06/12 19:11:48,0.0028,2.0
54,54,2025/06/12 19:12:05,0.0018000000000000002,0.0
55,55,2025/06/12 19:12:22,0.0018000000000000002,2.0
56,56,2025/06/12 19:12:39,0.0018000000000000002,1.0
57,57,2025/06/12 19:12:56,0.0018000000000000002,2.0
58,58,2025/06/12 19:13:13,0.0018000000000000002,1.0
59,59,2025/06/12 19:13:31,0.0018000000000000002,2.0
60,60,2025/06/12 19:13:47,0.0018000000000000002,1.0
61,61,2025/06/12 19:14:05,0.0018000000000000002,2.0
62,62,2025/06/12 19:14:22,0.0018000000000000002,1.0
63,63,2025/06/12 19:14:39,0.002,0.0
64,64,2025/06/12 19:14:56,0.002,1.0
65,65,2025/06/12 19:15:13,0.002,2.0
66,66,2025/06/12 19:15:29,0.002,1.0
67,67,2025/06/12 19:15:46,0.002,2.0
68,68,2025/06/12 19:16:03,0.002,1.0
69,69,2025/06/12 19:16:20,0.002,2.0
70,70,2025/06/12 19:16:37,0.002,1.0
71,71,2025/06/12 19:16:54,0.002,2.0
72,72,2025/06/12 19:17:11,0.0022,0.0
73,73,2025/06/12 19:17:28,0.0022,2.0
74,74,2025/06/12 19:17:44,0.0022,1.0
75,75,2025/06/12 19:18:01,0.0022,2.0
76,76,2025/06/12 19:18:18,0.0022,1.0
77,77,2025/06/12 19:18:35,0.0022,2.0
78,78,2025/06/12 19:18:52,0.0022,1.0
79,79,2025/06/12 19:19:09,0.0022,2.0
80,80,2025/06/12 19:19:26,0.0022,1.0
81,81,2025/06/12 19:19:43,0.0024,0.0
82,82,2025/06/12 19:20:00,0.0024,1.0
83,83,2025/06/12 19:20:17,0.0024,2.0
84,84,2025/06/12 19:20:34,0.0024,1.0
85,85,2025/06/12 19:20:51,0.0024,2.0
86,86,2025/06/12 19:21:08,0.0024,1.0
87,87,2025/06/12 19:21:25,0.0024,2.0
88,88,2025/06/12 19:21:42,0.0024,1.0
89,89,2025/06/12 19:21:59,0.0024,2.0
90,90,2025/06/12 19:22:16,0.0026000000000000003,0.0
91,91,2025/06/12 19:22:33,0.0026000000000000003,2.0
92,92,2025/06/12 19:22:50,0.0026000000000000003,1.0
93,93,2025/06/12 19:23:07,0.0026000000000000003,2.0
94,94,2025/06/12 19:23:25,0.0026000000000000003,1.0
95,95,2025/06/12 19:23:41,0.0026000000000000003,2.0
96,96,2025/06/12 19:23:58,0.0026000000000000003,1.0
97,97,2025/06/12 19:24:16,0.0026000000000000003,2.0
98,98,2025/06/12 19:24:33,0.0026000000000000003,1.0
99,99,2025/06/12 19:24:50,0.0028,0.0
100,100,2025/06/12 19:25:07,0.0028,1.0
101,101,2025/06/12 19:25:24,0.0028,2.0
102,102,2025/06/12 19:25:41,0.0028,1.0
103,103,2025/06/12 19:25:58,0.0028,2.0
104,104,2025/06/12 19:26:15,0.0028,1.0
105,105,2025/06/12 19:26:32,0.0028,2.0
