shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalMotVariables2.MotDetuningCompressed,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,LocalVariables.ScanID4,LocalVariables.ScanID5,GlobalLatticeVariables2.IsImageBIFormation,LocalVariables.ShotTypeID,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,LocalVariables.XbarFrequency,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,LocalVariables.DMDID2,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth
302,302,2025/06/22 18:56:58,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,98.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.3,0.022,0.3,9.999999999999999e-06
303,303,2025/06/22 18:57:15,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,99.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.3,0.022,0.3,9.999999999999999e-06
304,304,2025/06/22 18:57:33,10.0,0.0,590.0,2.5,0.975,300000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.5,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.0,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,1,100.0,932600000.0,0.174746,730000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,0.0001,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
305,305,2025/06/22 18:57:49,10.0,1.0,590.0,2.5,0.975,766000000.0,610.0,0.0,0.0,0.0125,0.48,0,1.5,0.03,0.02,0.0,9.999999999999999e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,83506780.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.04,0.0,0.0,0.0,0.0,1,101.0,1088300000.0,0.174746,730000000.0,1010900000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,0.0001,0.1,0.0023,605500000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
306,306,2025/06/22 18:58:06,10.0,0.0,590.0,2.5,0.975,300000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.0,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,0.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
307,307,2025/06/22 18:58:22,10.0,1.0,590.0,2.5,0.975,766000000.0,610.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,9.999999999999999e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,83506780.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.04,0.0,0.0,0.0,0.0,0,1.0,1088300000.0,0.174746,773000000.0,1010900000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,605500000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
308,308,2025/06/22 18:58:38,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,2.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
309,309,2025/06/22 18:58:55,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,3.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
310,310,2025/06/22 18:59:11,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,4.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
311,311,2025/06/22 18:59:27,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,5.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
312,312,2025/06/22 18:59:43,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,6.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
313,313,2025/06/22 19:00:00,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,7.000000000000001,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
314,314,2025/06/22 19:00:16,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,8.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
315,315,2025/06/22 19:00:32,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,9.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
316,316,2025/06/22 19:00:49,10.0,0.0,590.0,2.5,0.975,300000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.0,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,10.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
317,317,2025/06/22 19:01:05,10.0,1.0,590.0,2.5,0.975,766000000.0,610.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,9.999999999999999e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,83506780.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.04,0.0,0.0,0.0,0.0,0,11.0,1088300000.0,0.174746,773000000.0,1010900000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,605500000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
318,318,2025/06/22 19:01:21,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,12.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
319,319,2025/06/22 19:01:38,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,13.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
320,320,2025/06/22 19:01:54,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,14.000000000000002,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
321,321,2025/06/22 19:02:10,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,15.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
322,322,2025/06/22 19:02:27,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,16.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
323,323,2025/06/22 19:02:43,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,17.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
324,324,2025/06/22 19:02:59,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,18.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
325,325,2025/06/22 19:03:16,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,19.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
326,326,2025/06/22 19:03:32,10.0,0.0,590.0,2.5,0.975,300000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.0,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,20.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
327,327,2025/06/22 19:03:48,10.0,1.0,590.0,2.5,0.975,766000000.0,610.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,9.999999999999999e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,83506780.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.04,0.0,0.0,0.0,0.0,0,21.0,1088300000.0,0.174746,773000000.0,1010900000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,605500000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
328,328,2025/06/22 19:04:05,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,22.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
329,329,2025/06/22 19:04:22,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,23.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
330,330,2025/06/22 19:04:38,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,24.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
331,331,2025/06/22 19:04:55,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,25.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
