shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalMotVariables2.MotDetuningCompressed,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,LocalVariables.ScanID4,LocalVariables.ScanID5,GlobalLatticeVariables2.IsImageBIFormation,LocalVariables.ShotTypeID,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,LocalVariables.XbarFrequency,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,LocalVariables.DMDID2,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth
466,466,2025/06/22 19:44:03,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,57.99999999999999,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
467,467,2025/06/22 19:44:20,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,58.99999999999999,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.0,0.022,0.3,9.999999999999999e-06
468,468,2025/06/22 19:44:37,10.0,0.0,590.0,2.5,0.975,300000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.0,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,60.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
469,469,2025/06/22 19:44:54,10.0,1.0,590.0,2.5,0.975,766000000.0,610.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,9.999999999999999e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,83506780.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.04,0.0,0.0,0.0,0.0,0,61.0,1088300000.0,0.174746,773000000.0,1010900000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,605500000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
470,470,2025/06/22 19:45:11,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,62.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
471,471,2025/06/22 19:45:28,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,63.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
472,472,2025/06/22 19:45:45,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,64.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
473,473,2025/06/22 19:46:02,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,65.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
474,474,2025/06/22 19:46:19,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,66.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
475,475,2025/06/22 19:46:36,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,67.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
476,476,2025/06/22 19:46:53,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,68.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
477,477,2025/06/22 19:47:10,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,69.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.05,0.022,0.3,9.999999999999999e-06
478,478,2025/06/22 19:47:27,10.0,0.0,590.0,2.5,0.975,300000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.0,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,70.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
479,479,2025/06/22 19:47:44,10.0,1.0,590.0,2.5,0.975,766000000.0,610.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,9.999999999999999e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,83506780.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.04,0.0,0.0,0.0,0.0,0,71.0,1088300000.0,0.174746,773000000.0,1010900000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,605500000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
480,480,2025/06/22 19:48:02,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,72.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
481,481,2025/06/22 19:48:19,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,73.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
482,482,2025/06/22 19:48:37,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,74.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
483,483,2025/06/22 19:48:54,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,75.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
484,484,2025/06/22 19:49:12,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,76.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
485,485,2025/06/22 19:49:29,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,77.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
486,486,2025/06/22 19:49:45,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,78.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
487,487,2025/06/22 19:50:02,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,79.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.1,0.022,0.3,9.999999999999999e-06
488,488,2025/06/22 19:50:20,10.0,0.0,590.0,2.5,0.975,300000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.0,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,80.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.2,0.022,0.3,9.999999999999999e-06
489,489,2025/06/22 19:50:37,10.0,1.0,590.0,2.5,0.975,766000000.0,610.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,9.999999999999999e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,83506780.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.04,0.0,0.0,0.0,0.0,0,81.0,1088300000.0,0.174746,773000000.0,1010900000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,605500000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.2,0.022,0.3,9.999999999999999e-06
490,490,2025/06/22 19:50:55,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,82.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.2,0.022,0.3,9.999999999999999e-06
491,491,2025/06/22 19:51:12,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,83.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.2,0.022,0.3,9.999999999999999e-06
492,492,2025/06/22 19:51:29,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,84.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.2,0.022,0.3,9.999999999999999e-06
493,493,2025/06/22 19:51:46,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,85.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.2,0.022,0.3,9.999999999999999e-06
494,494,2025/06/22 19:52:02,10.0,1.0,590.0,2.5,0.975,450000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,86.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.2,0.022,0.3,9.999999999999999e-06
495,495,2025/06/22 19:52:20,10.0,2.0,590.0,2.5,0.975,527000000.0,500.0,0.0,0.0,0.0125,0.48,0,1.0,0.03,0.02,0.0,4.9999999999999996e-06,1.5,0.1634945,0.005,0.2,-6000000.0,0.7,200.0,0.009000000000000001,228200000.0,0.01125,b'250615_dmd0_iterative_compensation_pinning.pkl',0.02,0.001,0.0,0.0,0.0,0.0,0,87.0,932600000.0,0.174746,773000000.0,854000000.0,0.033,1.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',1.3,0.029,0.0125,550.0,0.0,0.0125,100000.0,0.78,-1.4999999999999999e-05,0.018000000000000002,2.9999999999999997e-05,0.1,0.0023,450000000.0,0.05,0.0,620000000.0,0.0,93.0,0.03,0,0.2,0.022,0.3,9.999999999999999e-06
