shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,LocalVariables.ShotTypeID,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.DMDID2,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.DMDID,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,LocalVariables.ImagingBlowOutID,GlobalPulseVariables2.LatticeMicrowaveFrequency,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,LocalVariables.ScanID4,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency
59,59,2025/03/22 12:26:53,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
60,60,2025/03/22 12:27:12,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
61,61,2025/03/22 12:27:31,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
62,62,2025/03/22 12:27:49,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
63,63,2025/03/22 12:28:08,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
64,64,2025/03/22 12:28:27,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
65,65,2025/03/22 12:28:46,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
66,66,2025/03/22 12:29:05,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
67,67,2025/03/22 12:29:23,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
68,68,2025/03/22 12:29:43,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
69,69,2025/03/22 12:30:02,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
70,70,2025/03/22 12:30:21,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
71,71,2025/03/22 12:30:39,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
72,72,2025/03/22 12:30:58,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
73,73,2025/03/22 12:31:17,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
74,74,2025/03/22 12:31:36,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
75,75,2025/03/22 12:31:55,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
76,76,2025/03/22 12:32:13,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
77,77,2025/03/22 12:32:32,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
78,78,2025/03/22 12:32:51,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
79,79,2025/03/22 12:33:10,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
80,80,2025/03/22 12:33:29,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
81,81,2025/03/22 12:33:48,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
82,82,2025/03/22 12:34:07,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
83,83,2025/03/22 12:34:26,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
84,84,2025/03/22 12:34:44,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
85,85,2025/03/22 12:35:04,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
86,86,2025/03/22 12:35:23,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
87,87,2025/03/22 12:35:41,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
88,88,2025/03/22 12:35:59,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
89,89,2025/03/22 12:36:17,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
90,90,2025/03/22 12:36:35,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
91,91,2025/03/22 12:36:54,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
92,92,2025/03/22 12:37:12,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
93,93,2025/03/22 12:37:30,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
94,94,2025/03/22 12:37:48,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
95,95,2025/03/22 12:38:06,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
96,96,2025/03/22 12:38:24,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
97,97,2025/03/22 12:38:42,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
98,98,2025/03/22 12:39:00,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
99,99,2025/03/22 12:39:18,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
100,100,2025/03/22 12:39:36,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
101,101,2025/03/22 12:39:54,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
102,102,2025/03/22 12:40:12,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
103,103,2025/03/22 12:40:31,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
104,104,2025/03/22 12:40:49,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
105,105,2025/03/22 12:41:07,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
106,106,2025/03/22 12:41:26,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
107,107,2025/03/22 12:41:44,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
108,108,2025/03/22 12:42:02,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
109,109,2025/03/22 12:42:20,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
110,110,2025/03/22 12:42:38,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
111,111,2025/03/22 12:42:56,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
112,112,2025/03/22 12:43:14,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
113,113,2025/03/22 12:43:32,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
114,114,2025/03/22 12:43:50,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
115,115,2025/03/22 12:44:08,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
116,116,2025/03/22 12:44:26,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
117,117,2025/03/22 12:44:44,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
118,118,2025/03/22 12:45:03,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
119,119,2025/03/22 12:45:21,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
120,120,2025/03/22 12:45:39,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
121,121,2025/03/22 12:45:57,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
122,122,2025/03/22 12:46:15,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
123,123,2025/03/22 12:46:33,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
124,124,2025/03/22 12:46:51,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
125,125,2025/03/22 12:47:09,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
126,126,2025/03/22 12:47:27,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
127,127,2025/03/22 12:47:45,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
128,128,2025/03/22 12:48:03,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
129,129,2025/03/22 12:48:21,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
130,130,2025/03/22 12:48:39,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
131,131,2025/03/22 12:48:57,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
132,132,2025/03/22 12:49:16,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
133,133,2025/03/22 12:49:34,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
