shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID2,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,LocalVariables.ImagingBlowOutID,LocalVariables.ScanID4,LocalVariables.DMDID,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.XbarFrequency,LocalVariables.ShotTypeID,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower
195,195,2025/03/25 02:12:26,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
196,196,2025/03/25 02:12:45,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
197,197,2025/03/25 02:13:04,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
198,198,2025/03/25 02:13:22,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
199,199,2025/03/25 02:13:41,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
200,200,2025/03/25 02:14:00,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
201,201,2025/03/25 02:14:19,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
202,202,2025/03/25 02:14:38,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
203,203,2025/03/25 02:14:56,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
204,204,2025/03/25 02:15:15,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
205,205,2025/03/25 02:15:33,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
206,206,2025/03/25 02:15:52,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
207,207,2025/03/25 02:16:10,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
208,208,2025/03/25 02:16:28,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
209,209,2025/03/25 02:16:47,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
210,210,2025/03/25 02:17:05,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
211,211,2025/03/25 02:17:23,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
212,212,2025/03/25 02:17:41,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
213,213,2025/03/25 02:17:59,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
214,214,2025/03/25 02:18:17,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
215,215,2025/03/25 02:18:35,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
216,216,2025/03/25 02:18:53,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
217,217,2025/03/25 02:19:12,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
218,218,2025/03/25 02:19:30,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
219,219,2025/03/25 02:19:48,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
220,220,2025/03/25 02:20:06,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
221,221,2025/03/25 02:20:24,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
222,222,2025/03/25 02:20:42,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
223,223,2025/03/25 02:21:00,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
224,224,2025/03/25 02:21:18,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
225,225,2025/03/25 02:21:37,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
226,226,2025/03/25 02:21:55,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
227,227,2025/03/25 02:22:13,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
228,228,2025/03/25 02:22:31,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
229,229,2025/03/25 02:22:49,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
230,230,2025/03/25 02:23:07,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
231,231,2025/03/25 02:23:25,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
232,232,2025/03/25 02:23:43,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
233,233,2025/03/25 02:24:01,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
234,234,2025/03/25 02:24:20,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
235,235,2025/03/25 02:24:38,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
236,236,2025/03/25 02:24:56,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
237,237,2025/03/25 02:25:14,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
238,238,2025/03/25 02:25:32,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
239,239,2025/03/25 02:25:50,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
240,240,2025/03/25 02:26:08,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
241,241,2025/03/25 02:26:26,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
242,242,2025/03/25 02:26:45,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
243,243,2025/03/25 02:27:03,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
244,244,2025/03/25 02:27:21,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
245,245,2025/03/25 02:27:39,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
246,246,2025/03/25 02:27:57,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
247,247,2025/03/25 02:28:15,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
248,248,2025/03/25 02:28:33,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
249,249,2025/03/25 02:28:52,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
250,250,2025/03/25 02:29:10,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
251,251,2025/03/25 02:29:28,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
252,252,2025/03/25 02:29:46,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
253,253,2025/03/25 02:30:04,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
254,254,2025/03/25 02:30:22,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
255,255,2025/03/25 02:30:40,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
256,256,2025/03/25 02:30:59,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
257,257,2025/03/25 02:31:17,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
258,258,2025/03/25 02:31:35,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
259,259,2025/03/25 02:31:53,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
260,260,2025/03/25 02:32:11,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
261,261,2025/03/25 02:32:29,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
262,262,2025/03/25 02:32:47,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
263,263,2025/03/25 02:33:06,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
264,264,2025/03/25 02:33:24,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
265,265,2025/03/25 02:33:42,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
266,266,2025/03/25 02:34:00,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
267,267,2025/03/25 02:34:18,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
268,268,2025/03/25 02:34:36,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
269,269,2025/03/25 02:34:54,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
