shot_idx,shot_serial,shot_start_time,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,LocalVariables.DMDID,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd1InitialPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.ImagingBlowOutID,LocalVariables.ScanID4,LocalVariables.ShotTypeID,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalPulseVariables2.LatticeMicrowaveFrequency,LocalVariables.DMDID2,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime
53,53,2025/03/23 19:27:44,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
54,54,2025/03/23 19:28:02,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
55,55,2025/03/23 19:28:20,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
56,56,2025/03/23 19:28:38,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
57,57,2025/03/23 19:28:56,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
58,58,2025/03/23 19:29:14,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
59,59,2025/03/23 19:29:33,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
60,60,2025/03/23 19:29:51,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
61,61,2025/03/23 19:30:09,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
62,62,2025/03/23 19:30:27,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
63,63,2025/03/23 19:30:45,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
64,64,2025/03/23 19:31:03,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
65,65,2025/03/23 19:31:21,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
66,66,2025/03/23 19:31:39,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
67,67,2025/03/23 19:31:58,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
68,68,2025/03/23 19:32:16,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
69,69,2025/03/23 19:32:34,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
70,70,2025/03/23 19:32:52,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
71,71,2025/03/23 19:33:11,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
72,72,2025/03/23 19:33:29,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
73,73,2025/03/23 19:33:47,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
74,74,2025/03/23 19:34:05,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
75,75,2025/03/23 19:34:23,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
76,76,2025/03/23 19:34:42,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
77,77,2025/03/23 19:35:00,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
78,78,2025/03/23 19:35:19,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
79,79,2025/03/23 19:35:38,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
80,80,2025/03/23 19:35:57,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
81,81,2025/03/23 19:36:16,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
82,82,2025/03/23 19:36:34,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
83,83,2025/03/23 19:36:53,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
84,84,2025/03/23 19:37:12,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
85,85,2025/03/23 19:37:31,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
86,86,2025/03/23 19:37:50,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
87,87,2025/03/23 19:38:08,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
88,88,2025/03/23 19:38:27,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
89,89,2025/03/23 19:38:46,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
90,90,2025/03/23 19:39:04,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
91,91,2025/03/23 19:39:24,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
92,92,2025/03/23 19:39:43,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
93,93,2025/03/23 19:40:01,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
94,94,2025/03/23 19:40:20,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
95,95,2025/03/23 19:40:38,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
96,96,2025/03/23 19:40:57,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
97,97,2025/03/23 19:41:16,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
98,98,2025/03/23 19:41:35,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
99,99,2025/03/23 19:41:53,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
100,100,2025/03/23 19:42:12,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
101,101,2025/03/23 19:42:31,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
102,102,2025/03/23 19:42:49,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
103,103,2025/03/23 19:43:08,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
104,104,2025/03/23 19:43:26,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
105,105,2025/03/23 19:43:45,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
106,106,2025/03/23 19:44:04,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
107,107,2025/03/23 19:44:23,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
108,108,2025/03/23 19:44:41,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
109,109,2025/03/23 19:45:00,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
110,110,2025/03/23 19:45:19,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
111,111,2025/03/23 19:45:37,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
112,112,2025/03/23 19:45:56,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
113,113,2025/03/23 19:46:15,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
114,114,2025/03/23 19:46:34,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
115,115,2025/03/23 19:46:52,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
116,116,2025/03/23 19:47:11,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
117,117,2025/03/23 19:47:29,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
118,118,2025/03/23 19:47:48,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
119,119,2025/03/23 19:48:07,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
120,120,2025/03/23 19:48:25,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
121,121,2025/03/23 19:48:44,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
122,122,2025/03/23 19:49:02,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
123,123,2025/03/23 19:49:22,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
124,124,2025/03/23 19:49:40,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
125,125,2025/03/23 19:49:59,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
126,126,2025/03/23 19:50:18,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
127,127,2025/03/23 19:50:37,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
