shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.ScanID4,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.ShotTypeID,LocalVariables.XbarFrequency,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.DMDID2,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower
125,125,2025/03/23 13:13:13,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
126,126,2025/03/23 13:13:32,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
127,127,2025/03/23 13:13:51,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
128,128,2025/03/23 13:14:10,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
129,129,2025/03/23 13:14:29,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
130,130,2025/03/23 13:14:48,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
131,131,2025/03/23 13:15:07,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
132,132,2025/03/23 13:15:26,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
133,133,2025/03/23 13:15:45,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
134,134,2025/03/23 13:16:04,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
135,135,2025/03/23 13:16:23,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
136,136,2025/03/23 13:16:42,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
137,137,2025/03/23 13:17:01,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
138,138,2025/03/23 13:17:20,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
139,139,2025/03/23 13:17:39,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
140,140,2025/03/23 13:17:58,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
141,141,2025/03/23 13:18:18,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
142,142,2025/03/23 13:18:37,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
143,143,2025/03/23 13:18:56,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
144,144,2025/03/23 13:19:15,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
145,145,2025/03/23 13:19:34,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
146,146,2025/03/23 13:19:53,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
147,147,2025/03/23 13:20:12,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
148,148,2025/03/23 13:20:31,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
149,149,2025/03/23 13:20:50,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
150,150,2025/03/23 13:21:09,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
151,151,2025/03/23 13:21:28,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
152,152,2025/03/23 13:21:47,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
153,153,2025/03/23 13:22:06,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
154,154,2025/03/23 13:22:25,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
155,155,2025/03/23 13:22:44,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
156,156,2025/03/23 13:23:02,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
157,157,2025/03/23 13:23:21,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
158,158,2025/03/23 13:23:40,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
159,159,2025/03/23 13:23:59,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
160,160,2025/03/23 13:24:18,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
161,161,2025/03/23 13:24:37,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
162,162,2025/03/23 13:24:55,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
163,163,2025/03/23 13:25:14,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
164,164,2025/03/23 13:25:33,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
165,165,2025/03/23 13:25:52,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
166,166,2025/03/23 13:26:12,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
167,167,2025/03/23 13:26:31,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
168,168,2025/03/23 13:26:50,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
169,169,2025/03/23 13:27:08,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
170,170,2025/03/23 13:27:27,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
171,171,2025/03/23 13:27:47,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
172,172,2025/03/23 13:28:06,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
173,173,2025/03/23 13:28:25,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
174,174,2025/03/23 13:28:43,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
175,175,2025/03/23 13:29:02,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
176,176,2025/03/23 13:29:21,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
177,177,2025/03/23 13:29:40,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
178,178,2025/03/23 13:29:59,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
179,179,2025/03/23 13:30:18,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
180,180,2025/03/23 13:30:37,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
181,181,2025/03/23 13:30:56,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
182,182,2025/03/23 13:31:14,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
183,183,2025/03/23 13:31:33,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
184,184,2025/03/23 13:31:52,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
185,185,2025/03/23 13:32:11,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
186,186,2025/03/23 13:32:30,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
187,187,2025/03/23 13:32:49,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
188,188,2025/03/23 13:33:08,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
189,189,2025/03/23 13:33:27,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
190,190,2025/03/23 13:33:46,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
191,191,2025/03/23 13:34:05,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
192,192,2025/03/23 13:34:24,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
193,193,2025/03/23 13:34:43,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
194,194,2025/03/23 13:35:02,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
195,195,2025/03/23 13:35:21,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
196,196,2025/03/23 13:35:40,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
197,197,2025/03/23 13:35:58,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
198,198,2025/03/23 13:36:17,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
199,199,2025/03/23 13:36:35,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
