shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.ScanID4,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.ShotTypeID,LocalVariables.XbarFrequency,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.DMDID2,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower
50,50,2025/03/23 12:49:57,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
51,51,2025/03/23 12:50:15,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
52,52,2025/03/23 12:50:33,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
53,53,2025/03/23 12:50:51,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
54,54,2025/03/23 12:51:09,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
55,55,2025/03/23 12:51:27,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
56,56,2025/03/23 12:51:45,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
57,57,2025/03/23 12:52:04,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
58,58,2025/03/23 12:52:22,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
59,59,2025/03/23 12:52:40,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
60,60,2025/03/23 12:52:58,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
61,61,2025/03/23 12:53:16,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
62,62,2025/03/23 12:53:34,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
63,63,2025/03/23 12:53:52,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
64,64,2025/03/23 12:54:10,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
65,65,2025/03/23 12:54:28,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
66,66,2025/03/23 12:54:46,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
67,67,2025/03/23 12:55:04,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
68,68,2025/03/23 12:55:22,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
69,69,2025/03/23 12:55:40,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
70,70,2025/03/23 12:55:59,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
71,71,2025/03/23 12:56:17,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
72,72,2025/03/23 12:56:36,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
73,73,2025/03/23 12:56:55,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
74,74,2025/03/23 12:57:14,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
75,75,2025/03/23 12:57:33,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
76,76,2025/03/23 12:57:52,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
77,77,2025/03/23 12:58:10,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
78,78,2025/03/23 12:58:29,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
79,79,2025/03/23 12:58:48,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
80,80,2025/03/23 12:59:07,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
81,81,2025/03/23 12:59:26,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
82,82,2025/03/23 12:59:44,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
83,83,2025/03/23 13:00:03,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
84,84,2025/03/23 13:00:22,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
85,85,2025/03/23 13:00:41,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
86,86,2025/03/23 13:00:59,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
87,87,2025/03/23 13:01:18,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
88,88,2025/03/23 13:01:37,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
89,89,2025/03/23 13:01:55,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
90,90,2025/03/23 13:02:14,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
91,91,2025/03/23 13:02:33,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
92,92,2025/03/23 13:02:51,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
93,93,2025/03/23 13:03:10,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
94,94,2025/03/23 13:03:29,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
95,95,2025/03/23 13:03:48,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
96,96,2025/03/23 13:04:07,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
97,97,2025/03/23 13:04:26,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
98,98,2025/03/23 13:04:45,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
99,99,2025/03/23 13:05:04,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
100,100,2025/03/23 13:05:22,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
101,101,2025/03/23 13:05:41,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
102,102,2025/03/23 13:06:00,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
103,103,2025/03/23 13:06:19,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
104,104,2025/03/23 13:06:37,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
105,105,2025/03/23 13:06:56,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
106,106,2025/03/23 13:07:15,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
107,107,2025/03/23 13:07:33,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
108,108,2025/03/23 13:07:52,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
109,109,2025/03/23 13:08:11,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
110,110,2025/03/23 13:08:30,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
111,111,2025/03/23 13:08:49,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
112,112,2025/03/23 13:09:07,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
113,113,2025/03/23 13:09:26,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
114,114,2025/03/23 13:09:45,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
115,115,2025/03/23 13:10:03,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
116,116,2025/03/23 13:10:22,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,8.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
117,117,2025/03/23 13:10:41,10.0,1.8,0.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,0.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
118,118,2025/03/23 13:11:00,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,1.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
119,119,2025/03/23 13:11:19,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,2.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
120,120,2025/03/23 13:11:38,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,3.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
121,121,2025/03/23 13:11:57,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,4.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
122,122,2025/03/23 13:12:16,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,5.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
123,123,2025/03/23 13:12:35,10.0,1.8,1.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,6.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
124,124,2025/03/23 13:12:54,10.0,1.8,2.0,5.0,0.0,93.0,14.0,100.0,0.0,0.0,100.0,228.2,200.0,8.64,0.0,7.0,773.0,0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,174.746,28.0,35.0,0.975,10.0,0.0,590.0,18.0,14.0,1.0,30.0,163.4945,30.0,12.0
