shot_idx,shot_serial,shot_start_time,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.FourthDMD0RampPower,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,LocalVariables.ScanID4,LocalVariables.DMDID,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.DMDID2,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,LocalVariables.ShotTypeID,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency
56,56,2025/03/22 20:34:07,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
57,57,2025/03/22 20:34:26,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
58,58,2025/03/22 20:34:45,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
59,59,2025/03/22 20:35:04,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
60,60,2025/03/22 20:35:23,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
61,61,2025/03/22 20:35:42,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
62,62,2025/03/22 20:36:01,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
63,63,2025/03/22 20:36:20,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
64,64,2025/03/22 20:36:38,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
65,65,2025/03/22 20:36:57,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
66,66,2025/03/22 20:37:16,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
67,67,2025/03/22 20:37:35,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
68,68,2025/03/22 20:37:54,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
69,69,2025/03/22 20:38:13,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
70,70,2025/03/22 20:38:32,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
71,71,2025/03/22 20:38:51,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
72,72,2025/03/22 20:39:10,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
73,73,2025/03/22 20:39:29,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
74,74,2025/03/22 20:39:48,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
75,75,2025/03/22 20:40:07,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
76,76,2025/03/22 20:40:26,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
77,77,2025/03/22 20:40:44,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
78,78,2025/03/22 20:41:03,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
79,79,2025/03/22 20:41:22,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
80,80,2025/03/22 20:41:40,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
81,81,2025/03/22 20:41:59,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
82,82,2025/03/22 20:42:18,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
83,83,2025/03/22 20:42:37,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
84,84,2025/03/22 20:42:55,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
85,85,2025/03/22 20:43:14,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
86,86,2025/03/22 20:43:33,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
87,87,2025/03/22 20:43:52,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
88,88,2025/03/22 20:44:11,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
89,89,2025/03/22 20:44:29,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
90,90,2025/03/22 20:44:48,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
91,91,2025/03/22 20:45:07,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
92,92,2025/03/22 20:45:26,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
93,93,2025/03/22 20:45:44,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
94,94,2025/03/22 20:46:03,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
95,95,2025/03/22 20:46:22,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
96,96,2025/03/22 20:46:40,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
97,97,2025/03/22 20:46:59,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
98,98,2025/03/22 20:47:18,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
99,99,2025/03/22 20:47:37,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
100,100,2025/03/22 20:47:56,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
101,101,2025/03/22 20:48:14,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
102,102,2025/03/22 20:48:33,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
103,103,2025/03/22 20:48:52,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
104,104,2025/03/22 20:49:11,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
105,105,2025/03/22 20:49:30,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
106,106,2025/03/22 20:49:49,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
107,107,2025/03/22 20:50:07,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
108,108,2025/03/22 20:50:26,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
109,109,2025/03/22 20:50:45,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
110,110,2025/03/22 20:51:04,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
111,111,2025/03/22 20:51:22,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
112,112,2025/03/22 20:51:41,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
113,113,2025/03/22 20:52:00,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
114,114,2025/03/22 20:52:18,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
115,115,2025/03/22 20:52:37,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
116,116,2025/03/22 20:52:56,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
117,117,2025/03/22 20:53:15,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
118,118,2025/03/22 20:53:34,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
119,119,2025/03/22 20:53:53,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
120,120,2025/03/22 20:54:11,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
121,121,2025/03/22 20:54:30,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
122,122,2025/03/22 20:54:49,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
123,123,2025/03/22 20:55:07,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
124,124,2025/03/22 20:55:26,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
125,125,2025/03/22 20:55:45,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
126,126,2025/03/22 20:56:03,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
127,127,2025/03/22 20:56:21,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
128,128,2025/03/22 20:56:39,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
129,129,2025/03/22 20:56:57,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
130,130,2025/03/22 20:57:16,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
