shot_idx,shot_serial,shot_start_time,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.FourthDMD0RampPower,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,LocalVariables.ScanID4,LocalVariables.DMDID,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.DMDID2,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,LocalVariables.ShotTypeID,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency
131,131,2025/03/22 20:57:34,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
132,132,2025/03/22 20:57:52,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
133,133,2025/03/22 20:58:10,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
134,134,2025/03/22 20:58:28,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
135,135,2025/03/22 20:58:46,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
136,136,2025/03/22 20:59:04,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
137,137,2025/03/22 20:59:22,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
138,138,2025/03/22 20:59:40,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
139,139,2025/03/22 20:59:58,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
140,140,2025/03/22 21:00:17,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
141,141,2025/03/22 21:00:35,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
142,142,2025/03/22 21:00:53,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
143,143,2025/03/22 21:01:11,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
144,144,2025/03/22 21:01:29,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
145,145,2025/03/22 21:01:47,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
146,146,2025/03/22 21:02:05,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
147,147,2025/03/22 21:02:23,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
148,148,2025/03/22 21:02:41,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
149,149,2025/03/22 21:02:59,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
150,150,2025/03/22 21:03:17,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
151,151,2025/03/22 21:03:35,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
152,152,2025/03/22 21:03:54,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
153,153,2025/03/22 21:04:12,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
154,154,2025/03/22 21:04:30,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
155,155,2025/03/22 21:04:48,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
156,156,2025/03/22 21:05:06,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
157,157,2025/03/22 21:05:24,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
158,158,2025/03/22 21:05:42,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
159,159,2025/03/22 21:06:00,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
160,160,2025/03/22 21:06:18,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
161,161,2025/03/22 21:06:37,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
162,162,2025/03/22 21:06:55,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
163,163,2025/03/22 21:07:13,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
164,164,2025/03/22 21:07:31,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
165,165,2025/03/22 21:07:49,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
166,166,2025/03/22 21:08:07,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
167,167,2025/03/22 21:08:25,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
168,168,2025/03/22 21:08:43,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
169,169,2025/03/22 21:09:01,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
170,170,2025/03/22 21:09:19,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
171,171,2025/03/22 21:09:37,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
172,172,2025/03/22 21:09:55,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
173,173,2025/03/22 21:10:14,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
174,174,2025/03/22 21:10:32,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
175,175,2025/03/22 21:10:50,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
176,176,2025/03/22 21:11:08,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
177,177,2025/03/22 21:11:26,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
178,178,2025/03/22 21:11:44,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
179,179,2025/03/22 21:12:02,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
180,180,2025/03/22 21:12:20,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
181,181,2025/03/22 21:12:38,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
182,182,2025/03/22 21:12:56,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
183,183,2025/03/22 21:13:14,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
184,184,2025/03/22 21:13:32,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
185,185,2025/03/22 21:13:50,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
186,186,2025/03/22 21:14:08,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
187,187,2025/03/22 21:14:27,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
188,188,2025/03/22 21:14:45,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
189,189,2025/03/22 21:15:03,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
190,190,2025/03/22 21:15:21,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
191,191,2025/03/22 21:15:39,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
192,192,2025/03/22 21:15:57,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
193,193,2025/03/22 21:16:15,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
194,194,2025/03/22 21:16:33,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
195,195,2025/03/22 21:16:51,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
196,196,2025/03/22 21:17:09,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
197,197,2025/03/22 21:17:27,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,8.0,100.0
198,198,2025/03/22 21:17:45,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,0.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,0.0,100.0
199,199,2025/03/22 21:18:03,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,1.0,100.0
200,200,2025/03/22 21:18:22,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,2.0,100.0
201,201,2025/03/22 21:18:40,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,3.0,100.0
202,202,2025/03/22 21:18:58,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,4.0,100.0
203,203,2025/03/22 21:19:16,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,5.0,100.0
204,204,2025/03/22 21:19:34,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,1.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,6.0,100.0
205,205,2025/03/22 21:19:52,228.2,590.0,200.0,0,14.0,12.0,14.0,773.0,5.0,18.0,7.26,2.0,2.0,30.0,0.0,0.0,163.4945,10.0,0.0,1.0,10.0,0.975,28.0,b'250316_dmd0_iterative_compensation_pinning.pkl',30.0,0.0,174.746,93.0,0.0,22.0,35.0,150.0,7.0,100.0
