shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.ImagingBlowOutID
0,0,2025/06/10 17:33:21,0.0022,0.0
1,1,2025/06/10 17:33:37,0.0022,2.0
2,2,2025/06/10 17:33:55,0.0022,1.0
3,3,2025/06/10 17:34:12,0.0022,2.0
4,4,2025/06/10 17:34:32,0.0022,1.0
5,5,2025/06/10 17:34:50,0.0022,2.0
6,6,2025/06/10 17:35:07,0.0022,1.0
7,7,2025/06/10 17:35:24,0.0022,2.0
8,8,2025/06/10 17:35:42,0.0022,1.0
9,9,2025/06/10 17:36:00,0.0022,0.0
10,10,2025/06/10 17:36:18,0.0022,2.0
11,11,2025/06/10 17:36:35,0.0022,1.0
12,12,2025/06/10 17:36:53,0.0022,2.0
13,13,2025/06/10 17:37:10,0.0022,1.0
14,14,2025/06/10 17:37:27,0.0022,2.0
15,15,2025/06/10 17:37:45,0.0022,1.0
16,16,2025/06/10 17:38:02,0.0022,2.0
17,17,2025/06/10 17:38:20,0.0022,1.0
18,18,2025/06/10 17:38:38,0.0022,0.0
19,19,2025/06/10 17:38:55,0.0022,2.0
20,20,2025/06/10 17:39:13,0.0022,1.0
21,21,2025/06/10 17:39:30,0.0022,2.0
22,22,2025/06/10 17:39:48,0.0022,1.0
23,23,2025/06/10 17:40:06,0.0022,2.0
24,24,2025/06/10 17:40:23,0.0022,1.0
25,25,2025/06/10 17:40:39,0.0022,2.0
26,26,2025/06/10 17:40:56,0.0022,1.0
27,27,2025/06/10 17:41:14,0.0022,0.0
28,28,2025/06/10 17:41:31,0.0022,2.0
29,29,2025/06/10 17:41:49,0.0022,1.0
30,30,2025/06/10 17:42:06,0.0022,2.0
31,31,2025/06/10 17:42:24,0.0022,1.0
32,32,2025/06/10 17:42:41,0.0022,2.0
33,33,2025/06/10 17:43:00,0.0022,1.0
34,34,2025/06/10 17:43:17,0.0022,2.0
35,35,2025/06/10 17:43:35,0.0022,1.0
36,36,2025/06/10 17:43:52,0.0022,0.0
37,37,2025/06/10 17:44:10,0.0022,2.0
38,38,2025/06/10 17:44:27,0.0022,1.0
39,39,2025/06/10 17:44:44,0.0022,2.0
40,40,2025/06/10 17:45:01,0.0022,1.0
41,41,2025/06/10 17:45:19,0.0022,2.0
42,42,2025/06/10 17:45:36,0.0022,1.0
43,43,2025/06/10 17:45:53,0.0022,2.0
44,44,2025/06/10 17:46:09,0.0022,1.0
45,45,2025/06/10 17:46:27,0.0022,0.0
46,46,2025/06/10 17:46:44,0.0022,2.0
47,47,2025/06/10 17:47:02,0.0022,1.0
48,48,2025/06/10 17:47:19,0.0022,2.0
49,49,2025/06/10 17:47:37,0.0022,1.0
50,50,2025/06/10 17:47:54,0.0022,2.0
51,51,2025/06/10 17:48:10,0.0022,1.0
52,52,2025/06/10 17:48:29,0.0022,2.0
53,53,2025/06/10 17:48:46,0.0022,1.0
54,54,2025/06/10 17:49:02,0.0022,0.0
55,55,2025/06/10 17:49:20,0.0022,2.0
56,56,2025/06/10 17:49:37,0.0022,1.0
57,57,2025/06/10 17:49:54,0.0022,2.0
58,58,2025/06/10 17:50:10,0.0022,1.0
59,59,2025/06/10 17:50:26,0.0022,2.0
60,60,2025/06/10 17:50:42,0.0022,1.0
61,61,2025/06/10 17:50:59,0.0022,2.0
62,62,2025/06/10 17:51:15,0.0022,1.0
63,63,2025/06/10 17:51:31,0.0022,0.0
64,64,2025/06/10 17:51:47,0.0022,2.0
65,65,2025/06/10 17:52:03,0.0022,1.0
66,66,2025/06/10 17:52:20,0.0022,2.0
67,67,2025/06/10 17:52:36,0.0022,1.0
68,68,2025/06/10 17:52:52,0.0022,2.0
69,69,2025/06/10 17:53:08,0.0022,1.0
70,70,2025/06/10 17:53:24,0.0022,2.0
71,71,2025/06/10 17:53:41,0.0022,1.0
72,72,2025/06/10 17:53:57,0.0022,0.0
73,73,2025/06/10 17:54:13,0.0022,2.0
74,74,2025/06/10 17:54:29,0.0022,1.0
75,75,2025/06/10 17:54:46,0.0022,2.0
76,76,2025/06/10 17:55:02,0.0022,1.0
77,77,2025/06/10 17:55:18,0.0022,2.0
78,78,2025/06/10 17:55:34,0.0022,1.0
79,79,2025/06/10 17:55:51,0.0022,2.0
80,80,2025/06/10 17:56:07,0.0022,1.0
81,81,2025/06/10 17:56:23,0.0022,0.0
82,82,2025/06/10 17:56:39,0.0022,2.0
83,83,2025/06/10 17:56:55,0.0022,1.0
84,84,2025/06/10 17:57:12,0.0022,2.0
85,85,2025/06/10 17:57:28,0.0022,1.0
86,86,2025/06/10 17:57:44,0.0022,2.0
87,87,2025/06/10 17:58:00,0.0022,1.0
88,88,2025/06/10 17:58:16,0.0022,2.0
89,89,2025/06/10 17:58:33,0.0022,1.0
90,90,2025/06/10 17:58:49,0.0022,0.0
91,91,2025/06/10 17:59:05,0.0022,2.0
92,92,2025/06/10 17:59:21,0.0022,1.0
93,93,2025/06/10 17:59:38,0.0022,2.0
94,94,2025/06/10 17:59:54,0.0022,1.0
95,95,2025/06/10 18:00:10,0.0022,2.0
96,96,2025/06/10 18:00:26,0.0022,1.0
97,97,2025/06/10 18:00:43,0.0022,2.0
98,98,2025/06/10 18:00:59,0.0022,1.0
99,99,2025/06/10 18:01:15,0.0022,0.0
100,100,2025/06/10 18:01:31,0.0022,2.0
101,101,2025/06/10 18:01:47,0.0022,1.0
102,102,2025/06/10 18:02:03,0.0022,2.0
103,103,2025/06/10 18:02:20,0.0022,1.0
104,104,2025/06/10 18:02:36,0.0022,2.0
105,105,2025/06/10 18:02:52,0.0022,1.0
106,106,2025/06/10 18:03:08,0.0022,2.0
107,107,2025/06/10 18:03:25,0.0022,1.0
108,108,2025/06/10 18:03:41,0.0022,0.0
109,109,2025/06/10 18:03:57,0.0022,2.0
110,110,2025/06/10 18:04:13,0.0022,1.0
111,111,2025/06/10 18:04:30,0.0022,2.0
112,112,2025/06/10 18:04:46,0.0022,1.0
113,113,2025/06/10 18:05:02,0.0022,2.0
114,114,2025/06/10 18:05:18,0.0022,1.0
115,115,2025/06/10 18:05:35,0.0022,2.0
116,116,2025/06/10 18:05:51,0.0022,1.0
117,117,2025/06/10 18:06:07,0.0022,0.0
118,118,2025/06/10 18:06:23,0.0022,2.0
119,119,2025/06/10 18:06:40,0.0022,1.0
120,120,2025/06/10 18:06:56,0.0022,2.0
121,121,2025/06/10 18:07:12,0.0022,1.0
122,122,2025/06/10 18:07:28,0.0022,2.0
123,123,2025/06/10 18:07:44,0.0022,1.0
124,124,2025/06/10 18:08:01,0.0022,2.0
125,125,2025/06/10 18:08:17,0.0022,1.0
126,126,2025/06/10 18:08:34,0.0022,0.0
127,127,2025/06/10 18:08:50,0.0022,2.0
128,128,2025/06/10 18:09:06,0.0022,1.0
129,129,2025/06/10 18:09:22,0.0022,2.0
130,130,2025/06/10 18:09:39,0.0022,1.0
131,131,2025/06/10 18:09:55,0.0022,2.0
132,132,2025/06/10 18:10:11,0.0022,1.0
133,133,2025/06/10 18:10:27,0.0022,2.0
134,134,2025/06/10 18:10:44,0.0022,1.0
135,135,2025/06/10 18:11:00,0.0022,0.0
136,136,2025/06/10 18:11:16,0.0022,2.0
137,137,2025/06/10 18:11:32,0.0022,1.0
138,138,2025/06/10 18:11:49,0.0022,2.0
139,139,2025/06/10 18:12:05,0.0022,1.0
140,140,2025/06/10 18:12:21,0.0022,2.0
141,141,2025/06/10 18:12:37,0.0022,1.0
142,142,2025/06/10 18:12:54,0.0022,2.0
143,143,2025/06/10 18:13:10,0.0022,1.0
144,144,2025/06/10 18:13:26,0.0022,0.0
145,145,2025/06/10 18:13:42,0.0022,2.0
146,146,2025/06/10 18:13:58,0.0022,1.0
147,147,2025/06/10 18:14:14,0.0022,2.0
148,148,2025/06/10 18:14:31,0.0022,1.0
149,149,2025/06/10 18:14:47,0.0022,2.0
150,150,2025/06/10 18:15:03,0.0022,1.0
151,151,2025/06/10 18:15:19,0.0022,2.0
152,152,2025/06/10 18:15:35,0.0022,1.0
153,153,2025/06/10 18:15:52,0.0022,0.0
154,154,2025/06/10 18:16:08,0.0022,2.0
155,155,2025/06/10 18:16:24,0.0022,1.0
156,156,2025/06/10 18:16:41,0.0022,2.0
157,157,2025/06/10 18:16:57,0.0022,1.0
158,158,2025/06/10 18:17:13,0.0022,2.0
159,159,2025/06/10 18:17:30,0.0022,1.0
160,160,2025/06/10 18:17:46,0.0022,2.0
161,161,2025/06/10 18:18:02,0.0022,1.0
162,162,2025/06/10 18:18:19,0.0022,0.0
163,163,2025/06/10 18:18:35,0.0022,2.0
164,164,2025/06/10 18:18:51,0.0022,1.0
165,165,2025/06/10 18:19:07,0.0022,2.0
166,166,2025/06/10 18:19:24,0.0022,1.0
167,167,2025/06/10 18:19:40,0.0022,2.0
168,168,2025/06/10 18:19:56,0.0022,1.0
169,169,2025/06/10 18:20:12,0.0022,2.0
170,170,2025/06/10 18:20:28,0.0022,1.0
171,171,2025/06/10 18:20:45,0.0022,0.0
172,172,2025/06/10 18:21:01,0.0022,2.0
173,173,2025/06/10 18:21:17,0.0022,1.0
174,174,2025/06/10 18:21:33,0.0022,2.0
175,175,2025/06/10 18:21:49,0.0022,1.0
176,176,2025/06/10 18:22:06,0.0022,2.0
177,177,2025/06/10 18:22:22,0.0022,1.0
178,178,2025/06/10 18:22:38,0.0022,2.0
179,179,2025/06/10 18:22:54,0.0022,1.0
180,180,2025/06/10 18:23:11,0.0022,0.0
