shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,LocalVariables.ShotTypeID,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,LocalVariables.DMDID,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.ScanID4,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,LocalVariables.ImagingBlowOutID,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.FourthDMD0RampPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,LocalVariables.DMDID2,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower
46,46,2025/03/23 21:37:54,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
47,47,2025/03/23 21:38:12,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
48,48,2025/03/23 21:38:31,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
49,49,2025/03/23 21:38:50,30.0,200.0,0.0,4.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
50,50,2025/03/23 21:39:08,30.0,200.0,0.0,5.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
51,51,2025/03/23 21:39:27,30.0,200.0,0.0,6.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
52,52,2025/03/23 21:39:45,30.0,200.0,0.0,7.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
53,53,2025/03/23 21:40:04,30.0,200.0,0.0,8.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
54,54,2025/03/23 21:40:23,30.0,200.0,0.0,0.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,0.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
55,55,2025/03/23 21:40:41,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
56,56,2025/03/23 21:40:59,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
57,57,2025/03/23 21:41:18,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
58,58,2025/03/23 21:41:36,30.0,200.0,0.0,4.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
59,59,2025/03/23 21:41:55,30.0,200.0,0.0,5.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
60,60,2025/03/23 21:42:13,30.0,200.0,0.0,6.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
61,61,2025/03/23 21:42:32,30.0,200.0,0.0,7.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
62,62,2025/03/23 21:42:51,30.0,200.0,0.0,8.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
63,63,2025/03/23 21:43:09,30.0,200.0,0.0,0.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,0.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
64,64,2025/03/23 21:43:28,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
65,65,2025/03/23 21:43:46,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
66,66,2025/03/23 21:44:04,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
67,67,2025/03/23 21:44:23,30.0,200.0,0.0,4.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
68,68,2025/03/23 21:44:41,30.0,200.0,0.0,5.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
69,69,2025/03/23 21:45:00,30.0,200.0,0.0,6.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
70,70,2025/03/23 21:45:18,30.0,200.0,0.0,7.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
71,71,2025/03/23 21:45:37,30.0,200.0,0.0,8.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
72,72,2025/03/23 21:45:55,30.0,200.0,0.0,0.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,0.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
73,73,2025/03/23 21:46:14,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
74,74,2025/03/23 21:46:32,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
75,75,2025/03/23 21:46:50,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
76,76,2025/03/23 21:47:09,30.0,200.0,0.0,4.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
77,77,2025/03/23 21:47:27,30.0,200.0,0.0,5.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
78,78,2025/03/23 21:47:45,30.0,200.0,0.0,6.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
79,79,2025/03/23 21:48:04,30.0,200.0,0.0,7.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
80,80,2025/03/23 21:48:22,30.0,200.0,0.0,8.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
81,81,2025/03/23 21:48:41,30.0,200.0,0.0,0.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,0.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
82,82,2025/03/23 21:48:59,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
83,83,2025/03/23 21:49:17,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
84,84,2025/03/23 21:49:36,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
85,85,2025/03/23 21:49:54,30.0,200.0,0.0,4.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
86,86,2025/03/23 21:50:12,30.0,200.0,0.0,5.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
87,87,2025/03/23 21:50:31,30.0,200.0,0.0,6.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
88,88,2025/03/23 21:50:49,30.0,200.0,0.0,7.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
89,89,2025/03/23 21:51:07,30.0,200.0,0.0,8.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
90,90,2025/03/23 21:51:26,30.0,200.0,0.0,0.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,0.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
91,91,2025/03/23 21:51:44,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
92,92,2025/03/23 21:52:02,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
93,93,2025/03/23 21:52:21,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
94,94,2025/03/23 21:52:39,30.0,200.0,0.0,4.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
95,95,2025/03/23 21:52:58,30.0,200.0,0.0,5.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
96,96,2025/03/23 21:53:16,30.0,200.0,0.0,6.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
97,97,2025/03/23 21:53:35,30.0,200.0,0.0,7.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
98,98,2025/03/23 21:53:53,30.0,200.0,0.0,8.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
99,99,2025/03/23 21:54:12,30.0,200.0,0.0,0.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,0.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
100,100,2025/03/23 21:54:30,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
101,101,2025/03/23 21:54:49,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
102,102,2025/03/23 21:55:07,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
103,103,2025/03/23 21:55:25,30.0,200.0,0.0,4.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
104,104,2025/03/23 21:55:43,30.0,200.0,0.0,5.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
105,105,2025/03/23 21:56:02,30.0,200.0,0.0,6.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
106,106,2025/03/23 21:56:20,30.0,200.0,0.0,7.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
107,107,2025/03/23 21:56:38,30.0,200.0,0.0,8.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
108,108,2025/03/23 21:56:56,30.0,200.0,0.0,0.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,0.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
109,109,2025/03/23 21:57:14,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
110,110,2025/03/23 21:57:32,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
111,111,2025/03/23 21:57:50,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
112,112,2025/03/23 21:58:08,30.0,200.0,0.0,4.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
113,113,2025/03/23 21:58:26,30.0,200.0,0.0,5.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
114,114,2025/03/23 21:58:45,30.0,200.0,0.0,6.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
115,115,2025/03/23 21:59:03,30.0,200.0,0.0,7.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
116,116,2025/03/23 21:59:21,30.0,200.0,0.0,8.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
117,117,2025/03/23 21:59:39,30.0,200.0,0.0,0.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,0.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
118,118,2025/03/23 21:59:57,30.0,200.0,0.0,1.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
119,119,2025/03/23 22:00:15,30.0,200.0,0.0,2.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,1.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
120,120,2025/03/23 22:00:33,30.0,200.0,0.0,3.0,0.0,1.0,228.2,12.0,163.4945,0.0,10.0,100.0,1.72,0,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,2.0,22.0,8.64,773.0,18.0,590.0,14.0,5.0,100.0,0.0,14.0,28.0,174.746,30.0,10.0,35.0
